row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc,description,abs(LFC)
ENSG00000132581,156.0609241,0.25749553,0.09775993,2.633957795,0.008439598,0.047657134,SDF2,stromal cell derived factor 2 [Source:HGNC Symbol;Acc:HGNC:10675],0.25749553
ENSG00000132589,3622.16903,0.439741276,0.137729844,3.192781337,0.001409096,0.017313835,FLOT2,flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758],0.439741276
ENSG00000168792,107.7122752,-0.40559928,0.113767859,-3.56514821,0.000363651,0.008363084,ABHD15,abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971],0.40559928
ENSG00000108582,1687.904349,0.527148826,0.146727154,3.592714863,0.000327251,0.008082196,CPD,carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301],0.527148826
ENSG00000073536,73.086116,-0.528482019,0.171949328,-3.073475332,0.002115812,0.022256364,NLE1,notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889],0.528482019
ENSG00000278259,165.4119421,-0.333919479,0.105453774,-3.166500974,0.001542848,0.018178276,MYO19,myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234],0.333919479
ENSG00000275023,1400.174521,-0.362728968,0.086231661,-4.206447658,2.59E-05,0.002346604,MLLT6,"MLLT6, PHD finger containing [Source:HGNC Symbol;Acc:HGNC:7138]",0.362728968
ENSG00000067191,75.46167145,-0.49659959,0.140235044,-3.541194673,0.00039832,0.008880843,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401],0.49659959
ENSG00000126351,231.6855772,-0.284458572,0.083051168,-3.425100202,0.000614573,0.011010352,THRA,thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796],0.284458572
ENSG00000131759,1288.926832,0.307466976,0.11026053,2.788549777,0.005294461,0.036598829,RARA,retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864],0.307466976
ENSG00000168610,2814.505363,0.399125883,0.122458245,3.259281423,0.001116948,0.015198815,STAT3,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364],0.399125883
ENSG00000108788,304.0807724,0.237385182,0.084326015,2.815088337,0.004876383,0.034954763,MLX,"MLX, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:11645]",0.237385182
ENSG00000068079,217.7720794,0.413419469,0.155755771,2.65428026,0.007947779,0.045865695,IFI35,interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399],0.413419469
ENSG00000188554,1038.747887,0.26526191,0.079117694,3.35275076,0.000800127,0.012751021,NBR1,"NBR1, autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]",0.26526191
ENSG00000067596,648.7538365,0.198671268,0.072459493,2.741825258,0.006109884,0.039639122,DHX8,DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749],0.198671268
ENSG00000108861,250.7179267,0.32307931,0.114786556,2.814609306,0.004883657,0.034954763,DUSP3,dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069],0.32307931
ENSG00000168591,333.1555575,0.240480213,0.091582148,2.625841592,0.008643503,0.048450284,TMUB2,transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459],0.240480213
ENSG00000030582,3318.539486,0.385627573,0.130959967,2.944621791,0.003233497,0.027843835,GRN,granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601],0.385627573
ENSG00000186566,620.3119046,-0.165292031,0.05996743,-2.756363441,0.005844801,0.038820925,GPATCH8,G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066],0.165292031
ENSG00000198336,278.6676993,0.846692902,0.287826351,2.941679586,0.003264375,0.02795765,MYL4,myosin light chain 4 [Source:HGNC Symbol;Acc:HGNC:7585],0.846692902
ENSG00000108424,1546.458278,0.275606308,0.081613987,3.376949443,0.000732945,0.012112624,KPNB1,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400],0.275606308
ENSG00000198933,282.5742456,0.469829919,0.164859187,2.849886183,0.004373488,0.033373632,TBKBP1,TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140],0.469829919
ENSG00000073861,262.9294401,-0.458672318,0.168195744,-2.727015013,0.006391013,0.040684881,TBX21,T-box 21 [Source:HGNC Symbol;Acc:HGNC:11599],0.458672318
ENSG00000108465,249.3731113,-0.23446446,0.083727091,-2.800341663,0.005104854,0.035827139,CDK5RAP3,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673],0.23446446
ENSG00000108798,792.7876372,0.233891088,0.086134337,2.715422165,0.006619133,0.041329558,ABI3,ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859],0.233891088
ENSG00000121067,439.1058111,0.18680266,0.060401421,3.092686533,0.001983535,0.021239705,SPOP,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254],0.18680266
ENSG00000015532,243.8405622,-0.230410347,0.086734934,-2.656488395,0.007895917,0.045848218,XYLT2,xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517],0.230410347
ENSG00000141179,249.0775422,0.710341248,0.168860699,4.206670069,2.59E-05,0.002346604,PCTP,phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752],0.710341248
ENSG00000153933,138.5248092,-0.340402534,0.127404192,-2.671831505,0.007543852,0.044775505,DGKE,diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852],0.340402534
ENSG00000121060,2996.156792,0.449290465,0.134319545,3.344937361,0.000823012,0.013006595,TRIM25,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932],0.449290465
ENSG00000121064,419.1693369,0.331581717,0.099684289,3.326318737,0.000880012,0.013459145,SCPEP1,serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507],0.331581717
ENSG00000005381,115.0534776,1.366005234,0.380884161,3.586405986,0.000335267,0.008082196,MPO,myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218],1.366005234
ENSG00000005379,173.1795567,-0.713939171,0.136804853,-5.218668463,1.80E-07,0.000180055,TSPOAP1,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],0.713939171
ENSG00000108375,52.69534416,-0.602182017,0.189354578,-3.180181975,0.001471826,0.017762901,RNF43,ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505],0.602182017
ENSG00000062716,2553.085431,0.456657323,0.123961666,3.683859189,0.000229729,0.006861534,VMP1,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559],0.456657323
ENSG00000167434,121.7732745,0.861100614,0.249927611,3.445400097,0.000570215,0.01054779,CA4,carbonic anhydrase 4 [Source:HGNC Symbol;Acc:HGNC:1375],0.861100614
ENSG00000170832,1376.674366,0.449895532,0.11731766,3.834849195,0.000125641,0.004959864,USP32,ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143],0.449895532
ENSG00000108510,1023.317065,0.194787492,0.069097931,2.819006152,0.004817259,0.034794168,MED13,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474],0.194787492
ENSG00000261371,3400.253892,0.248071017,0.093452209,2.654522772,0.007942068,0.045865695,PECAM1,platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823],0.248071017
ENSG00000108932,136.6737312,0.339957893,0.121459777,2.798933942,0.005127163,0.035939328,SLC16A6,solute carrier family 16 member 6 [Source:HGNC Symbol;Acc:HGNC:10927],0.339957893
ENSG00000108946,1731.565664,0.318736696,0.100296319,3.177950073,0.001483203,0.01785483,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388],0.318736696
ENSG00000108950,332.7422314,0.36953909,0.115707041,3.193747655,0.001404388,0.017278341,FAM20A,"FAM20A, golgi associated secretory pathway pseudokinase [Source:HGNC Symbol;Acc:HGNC:23015]",0.36953909
ENSG00000108984,148.2270984,0.360870598,0.131588788,2.742411443,0.006098989,0.039622572,MAP2K6,mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846],0.360870598
ENSG00000123700,989.2832697,0.768588622,0.19638022,3.913778194,9.09E-05,0.004230479,KCNJ2,potassium voltage-gated channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263],0.768588622
ENSG00000133193,454.5940225,0.569476288,0.218169517,2.610246815,0.009047692,0.049730889,FAM104A,family with sequence similarity 104 member A [Source:HGNC Symbol;Acc:HGNC:25918],0.569476288
ENSG00000189159,372.4016389,0.337840633,0.122723713,2.752855383,0.005907799,0.038995912,JPT1,Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569],0.337840633
ENSG00000177885,2593.043384,0.301367243,0.095247183,3.164054129,0.001555879,0.01822885,GRB2,growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566],0.301367243
ENSG00000177728,340.036897,-0.24477585,0.083777905,-2.921723208,0.003481007,0.029053259,TMEM94,transmembrane protein 94 [Source:HGNC Symbol;Acc:HGNC:28983],0.24477585
ENSG00000073350,224.0196239,-0.506281242,0.142798846,-3.545415504,0.000391995,0.008760388,LLGL2,"LLGL2, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6629]",0.506281242
ENSG00000266714,1084.943254,-0.290807177,0.098466862,-2.953350699,0.003143446,0.027341074,MYO15B,myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083],0.290807177
ENSG00000132475,4184.452601,0.417966918,0.11788396,3.545579208,0.000391751,0.008760388,H3F3B,H3 histone family member 3B [Source:HGNC Symbol;Acc:HGNC:4765],0.417966918
ENSG00000141569,164.8047361,-0.3540609,0.093957084,-3.76832575,0.000164346,0.005798209,TRIM65,tripartite motif containing 65 [Source:HGNC Symbol;Acc:HGNC:27316],0.3540609
ENSG00000185262,1432.802901,0.49862072,0.132315578,3.768420378,0.000164284,0.005798209,UBALD2,UBA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28438],0.49862072
ENSG00000078687,623.0870446,-0.248337542,0.07252123,-3.424342663,0.000616289,0.011010352,TNRC6C,trinucleotide repeat containing 6C [Source:HGNC Symbol;Acc:HGNC:29318],0.248337542
ENSG00000141524,1627.093202,-0.31209504,0.077035751,-4.051301337,5.09E-05,0.003141344,TMC6,transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021],0.31209504
ENSG00000167895,1453.971193,-0.397939974,0.076703537,-5.188026361,2.13E-07,0.000183514,TMC8,transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474],0.397939974
ENSG00000167900,51.13845128,0.504807546,0.192703403,2.619608875,0.008803067,0.049039019,TK1,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830],0.504807546
ENSG00000184557,518.3336172,0.822082368,0.209857456,3.917336952,8.95E-05,0.004189065,SOCS3,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391],0.822082368
ENSG00000087157,1232.80418,0.406714029,0.133749633,3.040860897,0.002359028,0.023710103,PGS1,phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029],0.406714029
ENSG00000187775,497.942549,0.494154194,0.169394037,2.91718765,0.003532032,0.0292989,DNAH17,dynein axonemal heavy chain 17 [Source:HGNC Symbol;Acc:HGNC:2946],0.494154194
ENSG00000055483,400.9634523,-0.321578998,0.100787082,-3.190676729,0.0014194,0.017373017,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],0.321578998
ENSG00000035862,641.490336,0.442778667,0.125668624,3.523382795,0.000426075,0.009207896,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],0.442778667
ENSG00000171302,1062.109832,0.281805325,0.107416104,2.623492334,0.00870334,0.048597488,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],0.281805325
ENSG00000167280,307.2900575,-0.506586299,0.105985655,-4.779762888,1.76E-06,0.000505127,ENGASE,endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622],0.506586299
ENSG00000181523,370.1482771,-0.260472068,0.082613094,-3.152915058,0.001616488,0.01866399,SGSH,N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818],0.260472068
ENSG00000181045,116.1386555,-0.528372877,0.155183722,-3.404821517,0.000662073,0.011521034,SLC26A11,solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471],0.528372877
ENSG00000185504,335.974286,-0.250462293,0.074060804,-3.381846809,0.000720003,0.011997521,FAAP100,FA core complex associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26171],0.250462293
ENSG00000185624,919.3308027,0.212873497,0.073057733,2.913770898,0.003570919,0.02944959,P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548],0.212873497
ENSG00000185813,104.4537845,-0.292588965,0.108981321,-2.68476251,0.007258136,0.043686803,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]",0.292588965
ENSG00000169696,228.9559395,-0.292778626,0.086423083,-3.38773644,0.000704719,0.011888855,ASPSCR1,"ASPSCR1, UBX domain containing tether for SLC2A4 [Source:HGNC Symbol;Acc:HGNC:13825]",0.292778626
ENSG00000176155,370.1304629,-0.196830909,0.072234494,-2.724888033,0.00643233,0.040812166,CCDC57,coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564],0.196830909
ENSG00000141526,4107.112599,0.456376527,0.128299742,3.557111816,0.000374955,0.008499567,SLC16A3,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924],0.456376527
ENSG00000141574,1840.288578,0.654464583,0.143182593,4.570839029,4.86E-06,0.000904685,SECTM1,secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707],0.654464583
ENSG00000141562,635.6853268,0.300025947,0.10532087,2.848684659,0.004390037,0.03340691,NARF,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916],0.300025947
ENSG00000176845,507.8098835,0.452482254,0.129842826,3.484846019,0.00049242,0.009840767,METRNL,"meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]",0.452482254
ENSG00000101596,6326.822972,0.286693201,0.105493371,2.717641853,0.006574896,0.041192854,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090],0.286693201
ENSG00000132205,819.124736,0.436913335,0.106182161,4.114752717,3.88E-05,0.002718518,EMILIN2,elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881],0.436913335
ENSG00000101608,676.3745492,0.302280038,0.075913273,3.981912851,6.84E-05,0.003721584,MYL12A,myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701],0.302280038
ENSG00000118680,637.7246607,0.485617041,0.096910826,5.010967906,5.42E-07,0.000351171,MYL12B,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827],0.485617041
ENSG00000017797,1091.070315,0.440803906,0.122232362,3.606278236,0.00031062,0.007876111,RALBP1,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841],0.440803906
ENSG00000154845,1094.851868,0.398072991,0.130241228,3.056428414,0.00223991,0.023149795,PPP4R1,protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320],0.398072991
ENSG00000168461,1173.253616,0.53925015,0.143103705,3.768247305,0.000164398,0.005798209,RAB31,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",0.53925015
ENSG00000101654,223.6578169,-0.241512305,0.088704339,-2.722666188,0.006475745,0.04094982,RNMT,RNA guanine-7 methyltransferase [Source:HGNC Symbol;Acc:HGNC:10075],0.241512305
ENSG00000158201,426.3529741,0.299187186,0.095568918,3.130590901,0.00174455,0.019539783,ABHD3,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718],0.299187186
ENSG00000101695,224.9846238,-0.316075151,0.10940612,-2.889007958,0.003864593,0.030845297,RNF125,ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150],0.316075151
ENSG00000141429,207.4901441,0.303897563,0.103852737,2.926235482,0.003430911,0.028710833,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123],0.303897563
ENSG00000134779,640.8437988,0.567137641,0.191531817,2.961062298,0.003065799,0.026889807,TPGS2,tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561],0.567137641
ENSG00000197046,55.94130239,0.407989732,0.150014594,2.719666937,0.00653477,0.041128411,SIGLEC15,sialic acid binding Ig like lectin 15 [Source:HGNC Symbol;Acc:HGNC:27596],0.407989732
ENSG00000152229,360.5378259,0.533278647,0.164007624,3.251547901,0.001147784,0.015473238,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581],0.533278647
ENSG00000152242,598.9059826,0.232948505,0.084207734,2.766355237,0.005668675,0.038131071,C18orf25,chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172],0.232948505
ENSG00000167210,112.7164005,0.805402899,0.268246822,3.002469491,0.002677988,0.025145738,LOXHD1,lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521],0.805402899
ENSG00000134046,390.6366135,0.193710324,0.071488067,2.709687531,0.006734662,0.041807726,MBD2,methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917],0.193710324
ENSG00000141664,1050.271258,0.424123241,0.162298002,2.61323759,0.008968893,0.049468571,ZCCHC2,zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916],0.424123241
ENSG00000150637,455.6849896,-0.313925639,0.105642198,-2.971593207,0.002962589,0.026570985,CD226,CD226 molecule [Source:HGNC Symbol;Acc:HGNC:16961],0.313925639
ENSG00000179981,283.2351059,-0.260145091,0.091478575,-2.843781625,0.004458159,0.033526204,TSHZ1,teashirt zinc finger homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10669],0.260145091
ENSG00000101493,1984.484019,0.336683833,0.119304807,2.822047498,0.004771811,0.034661482,ZNF516,zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990],0.336683833
ENSG00000130856,331.5028441,-0.243715028,0.079311571,-3.072881129,0.002120029,0.022274377,ZNF236,zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028],0.243715028
ENSG00000060069,912.1478101,0.218282119,0.074035277,2.948352821,0.003194722,0.027610074,CTDP1,CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498],0.218282119
ENSG00000122490,772.4891003,0.534735864,0.130379299,4.101386256,4.11E-05,0.002766426,PQLC1,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188],0.534735864
ENSG00000172270,9275.115017,0.780906957,0.247955046,3.14938926,0.001636121,0.018790662,BSG,basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116],0.780906957
ENSG00000099821,341.1112347,-0.360588484,0.095754643,-3.765754572,0.000166047,0.005798209,POLRMT,RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200],0.360588484
ENSG00000070423,356.8731392,-0.235068454,0.069534276,-3.38061267,0.000723244,0.012030426,RNF126,ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151],0.235068454
ENSG00000172232,65.24891121,1.677065375,0.456236968,3.675864724,0.000237045,0.006896692,AZU1,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913],1.677065375
ENSG00000197561,93.11610686,1.93949429,0.53964138,3.594042936,0.000325586,0.008074196,ELANE,"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]",1.93949429
ENSG00000182087,883.2919462,-0.187466927,0.068317845,-2.744040389,0.006068807,0.039556265,TMEM259,transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039],0.187466927
ENSG00000064666,3465.934315,0.353849318,0.114666119,3.085909948,0.002029303,0.02163223,CNN2,calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156],0.353849318
ENSG00000064932,3611.586787,0.328400171,0.124052815,2.647260941,0.008114671,0.046469954,SBNO2,strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158],0.328400171
ENSG00000160953,121.9199095,-0.467109881,0.114459743,-4.080997132,4.48E-05,0.002957764,MUM1,melanoma associated antigen (mutated) 1 [Source:HGNC Symbol;Acc:HGNC:29641],0.467109881
ENSG00000071626,793.5521002,-0.18600114,0.061103415,-3.044038375,0.002334254,0.023636184,DAZAP1,DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683],0.18600114
ENSG00000071655,171.3758497,-0.290137539,0.100129268,-2.89762967,0.003759943,0.030238726,MBD3,methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918],0.290137539
ENSG00000129968,1154.415538,-0.221584803,0.071218156,-3.111352721,0.001862323,0.020325934,ABHD17A,abhydrolase domain containing 17A [Source:HGNC Symbol;Acc:HGNC:28756],0.221584803
ENSG00000188305,508.476507,0.529191574,0.147746519,3.581753243,0.000341296,0.008083866,PEAK3,PEAK family member 3 [Source:HGNC Symbol;Acc:HGNC:24793],0.529191574
ENSG00000220008,1023.448518,0.327755052,0.124854677,2.625092296,0.008662548,0.048483726,LINGO3,leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206],0.327755052
ENSG00000005206,197.0678066,-0.370881602,0.096431018,-3.846082006,0.000120022,0.00488577,SPPL2B,signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627],0.370881602
ENSG00000099860,338.7214113,0.41176799,0.110969277,3.710648589,0.000206729,0.006523293,GADD45B,growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096],0.41176799
ENSG00000172009,91.90360436,-0.380690965,0.135173643,-2.816310614,0.004857867,0.034928104,THOP1,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793],0.380690965
ENSG00000060558,136.0331264,0.434240751,0.119967887,3.619641559,0.000295011,0.007676762,GNA15,G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383],0.434240751
ENSG00000095932,80.44108703,1.051062738,0.337038094,3.118528013,0.001817569,0.020064322,SMIM24,small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244],1.051062738
ENSG00000105289,54.54191197,-0.445299486,0.170370043,-2.613719399,0.008956256,0.049457278,TJP3,tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829],0.445299486
ENSG00000007264,235.4742625,-0.60883841,0.172814189,-3.52308113,0.000426561,0.009207896,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906],0.60883841
ENSG00000214456,126.3650749,0.592284116,0.198382984,2.985559065,0.002830605,0.026001048,PLIN5,perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196],0.592284116
ENSG00000171236,538.3740021,0.766106885,0.210396572,3.641251737,0.000271316,0.007279538,LRG1,leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480],0.766106885
ENSG00000105355,544.0347053,0.386455951,0.122851988,3.145703687,0.001656878,0.018921934,PLIN3,perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893],0.386455951
ENSG00000205784,93.11590056,-0.281617022,0.104966278,-2.682928516,0.007298059,0.04389928,ARRDC5,arrestin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:31407],0.281617022
ENSG00000276043,207.9161535,-0.292308917,0.09392641,-3.112105711,0.00185758,0.020325934,UHRF1,ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556],0.292308917
ENSG00000105426,122.3932784,-0.643316227,0.169995146,-3.784321146,0.000154129,0.005610912,PTPRS,"protein tyrosine phosphatase, receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]",0.643316227
ENSG00000125731,145.1369009,-0.58633263,0.141143607,-4.154156473,3.26E-05,0.00262946,SH2D3A,SH2 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16885],0.58633263
ENSG00000141968,1452.701068,0.236111515,0.0792015,2.981149539,0.002871685,0.026118478,VAV1,vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657],0.236111515
ENSG00000183019,83.94399103,0.846044583,0.245577856,3.44511755,0.000570811,0.01054779,MCEMP1,mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291],0.846044583
ENSG00000142303,128.4078985,-0.666205049,0.185934061,-3.583017786,0.000339647,0.008083866,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201],0.666205049
ENSG00000090339,213.0188175,0.575303765,0.140024773,4.108585594,3.98E-05,0.002720184,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344],0.575303765
ENSG00000129355,622.8150655,0.611222597,0.147017614,4.157478692,3.22E-05,0.00262946,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790],0.611222597
ENSG00000129351,1282.592713,-0.232218026,0.065214242,-3.560848341,0.000369659,0.008419705,ILF3,interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038],0.232218026
ENSG00000214212,359.0679763,0.413910821,0.12681423,3.263914646,0.001098843,0.015081256,C19orf38,chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073],0.413910821
ENSG00000130167,173.7348355,0.519758288,0.161852388,3.211310585,0.00132131,0.01666641,TSPAN16,tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725],0.519758288
ENSG00000105514,1695.851962,0.361593358,0.13545211,2.669529158,0.007595768,0.044977444,RAB3D,"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]",0.361593358
ENSG00000130165,403.9539984,0.550852941,0.206509923,2.667440543,0.007643141,0.045106816,ELOF1,elongation factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:28691],0.550852941
ENSG00000105576,264.4018629,-0.304214161,0.071025078,-4.283193603,1.84E-05,0.001922873,TNPO2,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998],0.304214161
ENSG00000123144,518.4033505,0.212682224,0.069540052,3.058413334,0.002225124,0.023072304,TRIR,telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424],0.212682224
ENSG00000198356,255.5004691,0.563138417,0.135993676,4.140916197,3.46E-05,0.00262946,ASNA1,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:752]",0.563138417
ENSG00000171223,1554.556016,0.43020441,0.111303001,3.865164521,0.000111014,0.004730734,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",0.43020441
ENSG00000105612,125.676758,0.366543213,0.139417897,2.629097279,0.008561187,0.04814337,DNASE2,"deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]",0.366543213
ENSG00000105610,510.4145077,0.827158329,0.272971507,3.030200254,0.002443916,0.024013386,KLF1,Kruppel like factor 1 [Source:HGNC Symbol;Acc:HGNC:6345],0.827158329
ENSG00000104907,146.0571943,-0.303732194,0.108550087,-2.798083381,0.005140684,0.036001975,TRMT1,tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980],0.303732194
