© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Workspace	My Projects
Project	AIH_WGCNA
Analysis	Observation 1
Date	Tue Jun 04 22:50:34 PDT 2019
Analysis ID	17897615

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Molecular Transport, Nucleic Acid Metabolism, Small Molecule Biochemistry	release	Release of ADP	3.17E-03	 	 	 	 	BAG1	1	
Molecular Transport, Protein Synthesis	release	Release of protein fragment	3.17E-03	 	 	 	 	BAG1	1	
Infectious Diseases	replication	Replication of Newcastle disease virus La Sota strain	3.17E-03	 	 	 	 	BCL2L1	1	
Cell Death and Survival, Hematological System Development and Function, Hematopoiesis	repopulation	Repopulation of erythroid cells	3.17E-03	 	 	 	 	LYL1	1	
Infectious Diseases	resistance to Encephalomyocarditis virus	Resistance to Encephalomyocarditis virus	3.17E-03	 	 	 	 	OAS2	1	
Cancer, Cellular Function and Maintenance, Organismal Injury and Abnormalities	respiration	Respiration of cultured osteosarcoma cells	3.17E-03	 	 	 	 	BCL2L1	1	
Cell-To-Cell Signaling and Interaction	sensitization	Sensitization of B-lymphocyte derived cell lines	3.17E-03	 	 	 	 	BCL2L1	1	
Tissue Morphology	separation	Separation of thyroid cells	3.17E-03	 	 	 	 	ACSL1	1	
Amino Acid Metabolism, Molecular Transport, Small Molecule Biochemistry	shuttling	Shuttling of creatine	3.17E-03	 	 	 	 	SLC6A8	1	
Cancer, Dermatological Diseases and Conditions, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	solitary mastocytoma	Solitary mastocytoma	3.17E-03	 	 	 	 	BCL2L1	1	
Connective Tissue Disorders, Developmental Disorder, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease, Skeletal and Muscular Disorders	Sotos syndrome 2	Sotos syndrome 2	3.17E-03	 	 	 	 	NFIX	1	
Connective Tissue Disorders, Hematological Disease, Hereditary Disorder, Organismal Injury and Abnormalities	Southeast Asian ovalocytosis	Southeast Asian ovalocytosis	3.17E-03	 	 	 	 	SLC4A1	1	
Cardiovascular Disease, Cell Death and Survival, Connective Tissue Disorders, Developmental Disorder, Hematological Disease, Hereditary Disorder, Organismal Injury and Abnormalities	spherocytosis type 4	Spherocytosis type 4	3.17E-03	 	 	 	 	SLC4A1	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	spinocerebellar ataxia type 43	Spinocerebellar ataxia type 43	3.17E-03	 	 	 	 	MME	1	
Cellular Assembly and Organization, Skeletal and Muscular System Development and Function	stabilization	Stabilization of sarcoplasmic reticulum	3.17E-03	 	 	 	 	ANK1	1	
Cardiovascular Disease, Developmental Disorder, Hematological Disease, Hereditary Disorder, Metabolic Disease, Neurological Disease, Organismal Injury and Abnormalities	stomatin-deficient cryohydrocytosis	Stomatin-deficient cryohydrocytosis	3.17E-03	 	 	 	 	SLC2A1	1	
Cell Cycle	sub-G1 phase	Sub-G1 phase of ovarian cancer cell lines	3.17E-03	 	 	 	 	BCL2L1	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	susceptibility to idiopathic generalized epilepsy type 12	Susceptibility to idiopathic generalized epilepsy type 12	3.17E-03	 	 	 	 	SLC2A1	1	
Cell Morphology	thickness	Thickness of keratinocyte cancer cell lines	3.17E-03	 	 	 	 	BAG1	1	
Cell Morphology, Cellular Function and Maintenance	transmembrane potential	Transmembrane potential of lymphoma cell lines	3.17E-03	 	 	 	 	BCL2L1	1	
Cellular Movement	transmigration	Transmigration of stomach cancer cell lines	3.17E-03	 	 	 	 	BAG1	1	
Cell-To-Cell Signaling and Interaction, Small Molecule Biochemistry	upregulation	Upregulation of dopamine	3.17E-03	 	 	 	 	SNCA	1	
Molecular Transport	uptake	Uptake of arsenite	3.17E-03	 	 	 	 	AQP9	1	
Cellular Function and Maintenance	uptake	Uptake of fibroblasts	3.17E-03	 	 	 	 	ABCA1	1	
Amino Acid Metabolism, Small Molecule Biochemistry	utilization	Utilization of L-glutamic acid	3.17E-03	 	 	 	 	GLUL	1	
Cell Morphology	morphology	Morphology of blood cells	3.17E-03	 	 	 	 	ADGRG3,MXI1,RBM38,BNIP3L,BCL2L1,SPTB,SLC4A1	7	
DNA Replication, Recombination, and Repair	global genomic repair	Global genomic repair	3.30E-03	 	 	 	 	UBA52,UBB	2	
Cancer, Organismal Injury and Abnormalities	growth	Growth of malignant tumor	3.41E-03	 	1.611	bias	0.924	MME,HDGF,CTSB,BAG1,MAP2K3,BCL2L1,BSG	7	
Dermatological Diseases and Conditions, Immunological Disease, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities	atopic dermatitis	Atopic dermatitis	3.51E-03	 	 	 	 	MXI1,FKBP8,ABCA1,BCL2L1,OPTN	5	
Cancer, Dermatological Diseases and Conditions, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	leg type primary cutaneous diffuse large B-cell lymphoma	Leg type primary cutaneous diffuse large B-cell lymphoma	3.55E-03	 	 	 	 	BCL6,MME	2	
Cancer, Dermatological Diseases and Conditions, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	primary cutaneous follicle center lymphoma	Primary cutaneous follicle center lymphoma	3.55E-03	 	 	 	 	BCL6,MME	2	
Cell Morphology, Cellular Assembly and Organization	size	Size of mitochondria	3.55E-03	 	 	 	 	SNCA,BCL2L1	2	
Small Molecule Biochemistry	synthesis	Synthesis of heme	3.55E-03	 	 	 	 	SNX3,BCL2L1	2	
Infectious Diseases	transport	Transport of virus	3.55E-03	 	 	 	 	UBA52,UBB	2	
Cell Death and Survival, DNA Replication, Recombination, and Repair	fragmentation	Fragmentation of DNA	3.55E-03	 	 	 	 	SNCA,FOXO4,BCL2L1,BSG	4	
DNA Replication, Recombination, and Repair	repair	Repair of DNA	3.61E-03	 	 	 	 	ASCC2,UBA52,UBB,PARP9,BCL2L1,YBX1	6	
Gene Expression, RNA Damage and Repair, RNA Post-Transcriptional Modification	stabilization	Stabilization of mRNA	3.63E-03	 	 	 	 	IGF2BP2,UBA52,UBB	3	
Cardiovascular Disease, Neurological Disease, Organismal Injury and Abnormalities	stroke	Stroke	3.65E-03	 	 	 	 	MGAM,BCL6,SNCA,PYGL,ABCA1	5	
Neurological Disease, Organismal Injury and Abnormalities	astrocytosis	Astrocytosis	3.73E-03	 	 	 	 	SNCA,MME,CTSB	3	
Cellular Development, Nervous System Development and Function	differentiation	Differentiation of Schwann cells	3.80E-03	 	 	 	 	GLUL,BAG1	2	
Cell Morphology, Cellular Compromise	swelling	Swelling of mitochondria	3.80E-03	 	 	 	 	SNCA,BCL2L1	2	
Molecular Transport, Small Molecule Biochemistry	transport	Transport of monoamines	3.80E-03	 	 	 	 	SNCA,MAP2K3	2	
Hematological System Development and Function, Tissue Morphology	quantity	Quantity of leukocytes	3.84E-03	 	1.792	bias	1.019	ADGRG3,ALPL,MPP1,BCL6,SNCA,CTSB,ABCA1,BCL2L1,YBX1,SLC2A1,LYL1	11	
Cell Cycle	interphase	Arrest in interphase	3.89E-03	 	 	 	 	MXI1,RBM38,SIAH2,MAP2K3,APOBEC3A,FOXO4,BCL2L1	7	
Cell Death and Survival	cell death	Neuronal cell death	3.92E-03	 	0.597	 	0.636	SNCA,HDGF,SLC6A8,CTSB,BAG1,MAP2K3,BCL2L1,SLC2A1,OPTN	9	
Cell Death and Survival	cell death	Cell death of antigen presenting cells	3.95E-03	 	 	 	 	BCL6,CTSB,MAP2K3,BCL2L1	4	
Infectious Diseases	infection	Infection of epithelial cell lines	4.00E-03	Increased	2.000	bias	 	UBE2H,RNF10,PARP9,YBX1,BSG	5	
Cellular Development, Cellular Growth and Proliferation, Connective Tissue Development and Function, Tissue Development	cell proliferation	Cell proliferation of fibroblasts	4.01E-03	 	0.152	bias	-0.588	HDGF,CTSB,ADIPOR1,FOXO4,MAP2K3,YBX1	6	
Cellular Assembly and Organization	organization	Organization of cellular membrane	4.05E-03	 	 	 	 	SNCA,UBA52,UBB,AP2A1,SPTB	5	
Cell-To-Cell Signaling and Interaction, Cellular Assembly and Organization	binding	Binding of plasma membrane	4.06E-03	 	 	 	 	ABCA1,SLC4A1	2	
Immunological Disease, Inflammatory Response	function	Abnormal function of immune system	4.29E-03	 	 	 	 	ADGRG3,BCL6,CRISPLD2	3	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	development	Development of hematological system tumor	4.31E-03	 	0.106	bias	 	BCL6,MXI1,RBM38,BCL2L1	4	
Cardiovascular Disease, Organismal Injury and Abnormalities	peripheral vascular disease	Peripheral vascular disease	4.38E-03	 	 	 	 	MGAM,BCL6,SNCA,UBE2H,PYGL,CTSB,ABCA1	7	
Cell Signaling	protein kinase cascade	Protein kinase cascade	4.45E-03	 	 	 	 	STRADB,UBA52,ADIPOR1,UBB,MAP2K3,OPTN,SPTB	7	
Lymphoid Tissue Structure and Development, Tissue Morphology	quantity	Quantity of bone marrow cells	4.53E-03	 	 	 	 	BCL6,RBM38,BNIP3L,BCL2L1	4	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	hereditary neuropathy	Hereditary neuropathy	4.59E-03	 	 	 	 	SNCA,MME,SAMD9L,BCL2L1,OPTN	5	
Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection of embryonic cell lines	4.59E-03	Increased	2.000	bias	 	UBE2H,RNF10,PARP9,YBX1,BSG	5	
Cancer, Cell Death and Survival, Organismal Injury and Abnormalities, Tumor Morphology	cell death	Cell death of neuroblastoma cells	4.61E-03	 	 	 	 	UBB,BCL2L1	2	
Cardiovascular Disease, Cardiovascular System Development and Function, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of heart	4.73E-03	 	 	 	 	BCL6,ACSL1,SLC6A8,CTSB,ABCA1,MAP2K3,GLRX5,BCL2L1,SLC4A1	9	
Cancer, Organismal Injury and Abnormalities	malignant neoplasm of retroperitoneum	Malignant neoplasm of retroperitoneum	4.85E-03	 	 	 	 	GYPC,MPP1,AQP9,MME,PYGL,ANK1,BNIP3L,SIAH2,BAG1,BLVRB,SAMD9L,GLRX5,BSG,MGAM,ALPL,MXI1,SLC6A8,MAP2K3,KCNJ15,BCL2L1,DDX60L,OPTN,SPTB,SLC4A1	24	
Cellular Compromise, Inflammatory Response	degranulation	Degranulation of neutrophils	4.89E-03	 	 	 	 	ADGRG3,MGAM,CRISPLD2,PYGL,MME,CTSB	6	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders, Skeletal and Muscular Disorders	familial Parkinson disease	Familial Parkinson disease	4.90E-03	 	 	 	 	SNCA,BCL2L1	2	
Cell Death and Survival, Nervous System Development and Function	survival	Survival of dopaminergic neurons	4.90E-03	 	 	 	 	SNCA,BCL2L1	2	
Energy Production, Lipid Metabolism, Small Molecule Biochemistry	oxidation	Oxidation of fatty acid	5.00E-03	 	0.254	bias	-0.452	ACSL1,ADIPOR1,ABCA1,SLC2A1	4	
Carbohydrate Metabolism	metabolism	Metabolism of polysaccharide	5.06E-03	 	 	 	 	MGAM,PYGL,CTSB,AP2A1,BSG	5	
Endocrine System Disorders, Gastrointestinal Disease, Metabolic Disease, Organismal Injury and Abnormalities	diabetes mellitus	Diabetes mellitus	5.14E-03	 	 	 	 	IGF2BP2,MGAM,ALPL,SNCA,ACSL1,MME,CREB5,CTSB,ABCA1,ADIPOR1,SAMD9L,BCL2L1	12	
Cellular Assembly and Organization	quantity	Quantity of vesicles	5.16E-03	 	 	 	 	SNCA,ABCA1,OPTN	3	
Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	atrophy	Atrophy of muscle	5.17E-03	 	 	 	 	MME,BNIP3L,MAP2K3,BCL2L1	4	
Cellular Growth and Proliferation	colony formation	Colony formation of leukemia cell lines	5.20E-03	 	 	 	 	BCL6,CTSB	2	
Cell-To-Cell Signaling and Interaction, Molecular Transport, Small Molecule Biochemistry	transport	Transport of biogenic amine	5.20E-03	 	 	 	 	SNCA,MAP2K3	2	
Cardiovascular Disease, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	ischemic stroke	Ischemic stroke	5.29E-03	 	 	 	 	BCL6,PYGL,ABCA1	3	
Inflammatory Disease, Inflammatory Response, Neurological Disease, Organismal Injury and Abnormalities	encephalitis	Encephalitis	5.38E-03	 	1.561	 	1.410	BCL6,SNCA,MME,CTSB,BCL2L1,BSG	6	
Cell Death and Survival	cell death	Cell death of connective tissue cells	5.41E-03	 	0.706	 	0.543	STRADB,BCL6,FKBP8,CTSB,BNIP3L,ADIPOR1,MAP2K3,BCL2L1	8	
Inflammatory Disease	inflammatory disorder	Severe inflammatory disorder	5.42E-03	 	 	 	 	GLUL,ACSL1,PYGL,BCL2L1	4	
Lymphoid Tissue Structure and Development, Organ Morphology, Tissue Morphology	quantity	Quantity of spleen	5.42E-03	 	 	 	 	MXI1,RBM38,BNIP3L	3	
Cancer, Cell Death and Survival, Organismal Injury and Abnormalities, Tumor Morphology	apoptosis	Apoptosis of mammary tumor cells	5.50E-03	 	 	 	 	BAG1,BCL2L1	2	
Developmental Disorder, Neurological Disease, Psychological Disorders	behavioral deficit	Behavioral deficit	5.50E-03	 	 	 	 	SNCA,SLC6A8	2	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	liver adenoma	Hepatocellular adenoma	5.50E-03	 	 	 	 	GLUL,SLC2A1	2	
Reproductive System Development and Function	lordosis	Lordosis	5.50E-03	 	 	 	 	RBM38,NFIX	2	
Connective Tissue Development and Function, Skeletal and Muscular System Development and Function, Tissue Development, Tissue Morphology	size	Size of epiphyseal growth plate	5.50E-03	 	 	 	 	ALPL,NFIX	2	
Cell Death and Survival, Neurological Disease, Organismal Injury and Abnormalities	cell death	Cell death of brain cells	5.62E-03	 	0.304	 	0.277	SNCA,BAG1,MAP2K3,BCL2L1,SLC2A1	5	
Organismal Development	size	Size of body	5.62E-03	Increased	3.129	bias	 	ALPL,BCL6,SNCA,FKBP8,SLC6A8,NFIX,BNIP3L,ABCA1,SLC4A1,BSG	10	
Cell Cycle	G2/M phase	G2/M phase	5.75E-03	 	 	 	 	MXI1,SIAH2,FOXO4,BCL2L1,OPTN	5	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	familial motor neuron disease	Familial motor neuron disease	5.83E-03	 	 	 	 	SNCA,BCL2L1,OPTN	3	
Endocrine System Development and Function	glucose tolerance	Glucose tolerance	5.89E-03	 	-0.277	 	-0.794	CRISPLD2,CREB5,ADIPOR1,ABCA1,FOXO4	5	
Cellular Growth and Proliferation	colony formation	Colony formation	5.99E-03	 	0.690	 	0.279	BCL6,HDGF,CTSB,BNIP3L,BAG1,FOXO4,BCL2L1,LYL1	8	
Cell Death and Survival	apoptosis	Apoptosis of prostate cancer cell lines	6.04E-03	 	-1.232	 	-1.259	MME,SIAH2,MAP2K3,BCL2L1	4	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	accumulation	Accumulation of triacylglycerol	6.12E-03	 	 	 	 	ACSL1,ADIPOR1,FOXO4	3	
Cell Morphology, Connective Tissue Development and Function	morphology	Morphology of fibroblast cell lines	6.12E-03	 	 	 	 	STRADB,FOXO4,BCL2L1	3	
Cell Death and Survival	cell viability	Cell viability of pheochromocytoma cell lines	6.13E-03	 	 	 	 	SNCA,BCL2L1	2	
Cellular Growth and Proliferation, Embryonic Development	colony formation	Colony formation of embryonic cell lines	6.13E-03	 	 	 	 	FOXO4,BCL2L1	2	
Cell-mediated Immune Response, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Organ Development, Organismal Development, Tissue Development	differentiation	Differentiation of memory T lymphocytes	6.13E-03	 	 	 	 	BCL6,SLC2A1	2	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders	familial amyotrophic lateral sclerosis	Familial amyotrophic lateral sclerosis	6.13E-03	 	 	 	 	BCL2L1,OPTN	2	
Dental Disease, Digestive System Development and Function, Gastrointestinal Disease, Organismal Development, Organismal Injury and Abnormalities, Tissue Morphology	abnormal morphology	Abnormal morphology of cementum	6.33E-03	 	 	 	 	ALPL	1	
Hematological System Development and Function, Immunological Disease, Lymphoid Tissue Structure and Development, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities, Tissue Morphology	abnormal morphology	Abnormal morphology of pale spleen	6.33E-03	 	 	 	 	ALPL	1	
Amino Acid Metabolism, Small Molecule Biochemistry	accumulation	Accumulation of glutamine	6.33E-03	 	 	 	 	GLUL	1	
Post-Translational Modification	activation	Activation of glycoprotein	6.33E-03	 	 	 	 	CTSB	1	
Neurological Disease	alpha-synucleinopathy	Alpha-synucleinopathy	6.33E-03	 	 	 	 	SNCA	1	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	angiogenesis	Angiogenesis of pancreatic endocrine tumor	6.33E-03	 	 	 	 	CTSB	1	
Cancer, Cell Death and Survival, Organismal Injury and Abnormalities, Tumor Morphology	apoptosis	Apoptosis of cultured osteosarcoma cells	6.33E-03	 	 	 	 	BCL2L1	1	
Cell Death and Survival	apoptosis	Apoptosis of skin-derived mast cells	6.33E-03	 	 	 	 	BCL2L1	1	
Neurological Disease, Organismal Injury and Abnormalities	atrophy	Atrophy of olivary nucleus	6.33E-03	 	 	 	 	SNCA	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	axonal Charcot-Marie-Tooth disease type 2T	Axonal Charcot-Marie-Tooth disease type 2T	6.33E-03	 	 	 	 	MME	1	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	beta-catenin activating mutation positive hepatocellular adenoma	Beta-catenin activating mutation positive hepatocellular adenoma	6.33E-03	 	 	 	 	GLUL	1	
Cell Death and Survival	cell viability	Cell viability of bladder cell lines	6.33E-03	 	 	 	 	BCL2L1	1	
Cellular Response to Therapeutics	chemotherapy resistance	Chemotherapy resistance of chronic lymphocytic leukemia cells	6.33E-03	 	 	 	 	BCL2L1	1	
Carbohydrate Metabolism, Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	clearance	Clearance of choline-phospholipid	6.33E-03	 	 	 	 	ABCA1	1	
Drug Metabolism	cleavage	Cleavage of coumarin	6.33E-03	 	 	 	 	CTSB	1	
Embryonic Development, Organismal Development, Tissue Development, Tissue Morphology	closure	Closure of otic vesicle	6.33E-03	 	 	 	 	BCL2L1	1	
Cell-To-Cell Signaling and Interaction, Inflammatory Response	cytotoxic reaction	Cytotoxic reaction of nervous tissue cell lines	6.33E-03	 	 	 	 	SNCA	1	
Cell Death and Survival, Cellular Compromise, Nervous System Development and Function	cytotoxicity	Cytotoxicity of dopaminergic neurons	6.33E-03	 	 	 	 	SNCA	1	
Cell Death and Survival, Drug Metabolism, Lipid Metabolism, Small Molecule Biochemistry	cytotoxicity	Cytotoxicity of paclitaxel	6.33E-03	 	 	 	 	BCL2L1	1	
Cellular Development	dedifferentiation	Dedifferentiation of hepatoma cell lines	6.33E-03	 	 	 	 	BSG	1	
Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	deformation	Deformation of vertebral column	6.33E-03	 	 	 	 	NFIX	1	
Cell Death and Survival, Cellular Compromise, Neurological Disease, Tissue Morphology	degeneration	Degeneration of myelin figure	6.33E-03	 	 	 	 	SNCA	1	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	clearance	Delay in clearance of triacylglycerol	6.33E-03	 	 	 	 	ABCA1	1	
Cellular Development	differentiation	Delay in initiation of differentiation of lung cell lines	6.33E-03	 	 	 	 	CTSB	1	
Gene Expression	derepression	Derepression of RNA	6.33E-03	 	 	 	 	UBB	1	
Cellular Compromise	destabilization	Destabilization of lipid bilayer	6.33E-03	 	 	 	 	BCL2L1	1	
Cardiovascular System Development and Function	development	Development of microvasculature	6.33E-03	 	 	 	 	CTSB	1	
Nucleic Acid Metabolism, Small Molecule Biochemistry	dissociation	Dissociation of ADP	6.33E-03	 	 	 	 	BAG1	1	
Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities, Renal and Urological Disease	distal renal tubular acidosis with hemolytic anemia	Distal renal tubular acidosis with hemolytic anemia	6.33E-03	 	 	 	 	SLC4A1	1	
Cellular Compromise	dysfunction	Dysfunction of regulatory T lymphocytes	6.33E-03	 	 	 	 	SNCA	1	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry, Vitamin and Mineral Metabolism	efflux	Efflux of vitamin E	6.33E-03	 	 	 	 	ABCA1	1	
Cell Death and Survival, Cellular Assembly and Organization	engulfment	Engulfment of apoptotic bodies	6.33E-03	 	 	 	 	ABCA1	1	
Cellular Function and Maintenance, Molecular Transport	exocytosis	Exocytosis of L-glutamic acid	6.33E-03	 	 	 	 	SNCA	1	
Cellular Development, Cellular Growth and Proliferation, Hematological System Development and Function, Hematopoiesis, Humoral Immune Response, Lymphoid Tissue Structure and Development	expansion	Expansion of pro-B lymphocytes	6.33E-03	 	 	 	 	BCL2L1	1	
Cell Morphology, Cellular Assembly and Organization, Cellular Function and Maintenance, Nervous System Development and Function	extension	Extension of parallel fiber	6.33E-03	 	 	 	 	NFIX	1	
Cellular Development	fate determination	Fate determination of myeloma cell lines	6.33E-03	 	 	 	 	BCL6	1	
Cellular Assembly and Organization, Tissue Development	formation	Formation of protofibrils	6.33E-03	 	 	 	 	SNCA	1	
Cell-To-Cell Signaling and Interaction	function	Function of dopamine	6.33E-03	 	 	 	 	SNCA	1	
Hematological System Development and Function	half-life	Half-life of blood platelets	6.33E-03	 	 	 	 	BCL2L1	1	
Cardiovascular Disease, Connective Tissue Disorders, Developmental Disorder, Hematological Disease, Hereditary Disorder, Organismal Injury and Abnormalities	hereditary pyropoikilocytosis	Hereditary pyropoikilocytosis	6.33E-03	 	 	 	 	SPTB	1	
Developmental Disorder, Hematological Disease, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities	high density lipoprotein deficiency type 2	High density lipoprotein deficiency type 2	6.33E-03	 	 	 	 	ABCA1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	In situ follicular neoplasia	In situ follicular neoplasia	6.33E-03	 	 	 	 	MME	1	
Amino Acid Metabolism, Small Molecule Biochemistry	inactivation	Inactivation of L-glutamic acid	6.33E-03	 	 	 	 	GLUL	1	
Lipid Metabolism, Small Molecule Biochemistry	incorporation	Incorporation of linoleic acid	6.33E-03	 	 	 	 	ACSL1	1	
Infectious Diseases	infectivity	Infectivity of Sclerotinia sclerotiorum	6.33E-03	 	 	 	 	BCL2L1	1	
Inflammatory Disease, Inflammatory Response, Neurological Disease, Organismal Injury and Abnormalities	inflammation	Inflammation of substantia nigra	6.33E-03	 	 	 	 	SNCA	1	
Cellular Growth and Proliferation	inhibition	Inhibition of carcinoma cell lines	6.33E-03	 	 	 	 	BCL2L1	1	
Immunological Disease, Organismal Injury and Abnormalities	injury	Injury of spleen	6.33E-03	 	 	 	 	MAP2K3	1	
Lipid Metabolism, Small Molecule Biochemistry	internalization	Internalization of arachidonic acid	6.33E-03	 	 	 	 	ACSL1	1	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	internalization	Internalization of docosahexaenoic acid	6.33E-03	 	 	 	 	ACSL1	1	
Lipid Metabolism, Small Molecule Biochemistry	internalization	Internalization of oleic acid	6.33E-03	 	 	 	 	ACSL1	1	
Cell Death and Survival	internucleosomal DNA fragmentation	Internucleosomal DNA fragmentation of lymphoma cell lines	6.33E-03	 	 	 	 	BCL2L1	1	
Carbohydrate Metabolism, Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	localization	Localization of phosphatidylinositol-3,4,5-triphosphate	6.33E-03	 	 	 	 	MPP1	1	
Connective Tissue Disorders, Organismal Injury and Abnormalities	loss	Loss of retroperitoneal fat pad	6.33E-03	 	 	 	 	ABCA1	1	
Lipid Metabolism, Small Molecule Biochemistry	loss	Loss of sterol	6.33E-03	 	 	 	 	ABCA1	1	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	bile duct carcinoma	Malignant bile duct carcinoma	6.33E-03	 	 	 	 	ALPL	1	
Cellular Movement	migration	Migration of glioblastoma cells	6.33E-03	 	 	 	 	CTSB	1	
Embryonic Development, Organ Development, Organ Morphology, Organismal Development, Reproductive System Development and Function, Tissue Development	morphogenesis	Morphogenesis of placenta	6.33E-03	 	 	 	 	ABCA1	1	
Cell Signaling, Vitamin and Mineral Metabolism	movement	Movement of Ca2+	6.33E-03	 	 	 	 	BCL2L1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	pediatric-type follicular lymphoma	Pediatric-type follicular lymphoma	6.33E-03	 	 	 	 	BCL6	1	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	primary biliary tract carcinoma	Primary biliary tract carcinoma	6.33E-03	 	 	 	 	ALPL	1	
Cellular Assembly and Organization	production	Production of cellular inclusion bodies	6.33E-03	 	 	 	 	SNCA	1	
Cardiovascular System Development and Function, Cellular Development, Cellular Growth and Proliferation, Connective Tissue Development and Function, Digestive System Development and Function, Hepatic System Development and Function, Organ Development, Organismal Development, Skeletal and Muscular System Development and Function, Tissue Development	proliferation	Proliferation of hepatic stellate cells/myofibroblasts	6.33E-03	 	 	 	 	CTSB	1	
Cancer, Cellular Development, Cellular Growth and Proliferation, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities, Tumor Morphology	proliferation	Proliferation of pancreatic endocrine tumor	6.33E-03	 	 	 	 	CTSB	1	
Cancer, Cardiovascular Disease, Organismal Injury and Abnormalities	pyogenic granuloma	Pyogenic granuloma	6.33E-03	 	 	 	 	BCL2L1	1	
Cellular Assembly and Organization	quantity	Quantity of autolysosomes	6.33E-03	 	 	 	 	OPTN	1	
Carbohydrate Metabolism	quantity	Quantity of ribose	6.33E-03	 	 	 	 	SLC2A1	1	
Cell Cycle	quiescence	Quiescence of neural stem cells	6.33E-03	 	 	 	 	NFIX	1	
Cell Cycle	quiescence	Quiescence of stem cell lines	6.33E-03	 	 	 	 	NFIX	1	
Drug Metabolism, Small Molecule Biochemistry	release	Release of quinacrine	6.33E-03	 	 	 	 	ABCA1	1	
Developmental Disorder, Hematological Disease, Hereditary Disorder, Infectious Diseases, Metabolic Disease, Neurological Disease, Organismal Injury and Abnormalities	resistance to cerebral malaria	Resistance to cerebral malaria	6.33E-03	 	 	 	 	SLC4A1	1	
Cell-To-Cell Signaling and Interaction, Drug Metabolism, Molecular Transport, Small Molecule Biochemistry	reuptake	Reuptake of dopamine	6.33E-03	 	 	 	 	SNCA	1	
Behavior	reward learning	Reward learning	6.33E-03	 	 	 	 	SNCA	1	
Lipid Metabolism, Post-Translational Modification, Small Molecule Biochemistry	sialylation	Sialylation of ganglioside M1b	6.33E-03	 	 	 	 	ST6GALNAC4	1	
Cell Morphology, Cellular Development, Embryonic Development, Tissue Development	stratification	Stratification of keratinocyte cancer cell lines	6.33E-03	 	 	 	 	BAG1	1	
