© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHnocirrhosis-vs-healthy
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364207

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	genital tract cancer	Genital tract cancer	1.41E-05	 	 	 	 	GRB10,KCNJ2,TLR5,IL1R2,CD274,C3AR1,TLR4,SECTM1,IFITM2,SPATA6,CXCL16,ANO9,SLC26A8,TLR2,LRG1,PTPRS,LOXHD1,KLHL2,CACNA1E,IFIT3,HIST1H3B,SORT1,ADAMTS10,COL6A2,KIAA0825,LCN2,SAMSN1,MGAM,VNN1,ALPL,BCL6,TREML4,LTF,TNFAIP6,VNN2,IL18RAP,CA1,ADM,ELANE,MMP8,NSUN7,STS,CD163,CD24,FGD4,HRH2,SH2D1B,GBP1,LY6E,SOCS3,PFKFB2,IFI27,DOCK4,IFIT2,ETS2,SIPA1L2,TUBB2A,EPSTI1,TPST1,ACSL1,IL1R1,DUSP1,TSC22D3,CDKN1A,IRF2BPL,NFIL3,ALS2CL,AQP9,S100A8,IRS2,OASL,ANXA3,MPO,S100A9,ASPRV1,ABCA1,SAT1,EPPK1,MATK,NAIP,CDA,FCAR,ASPH,ZNF608,SERPING1,ARHGEF40,NLRC4	87	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of T lymphocytes	1.43E-05	 	1.775	bias	0.651	OSM,FCER1G,CD274,C3AR1,IRAK3,TLR4,DUSP1,CDKN1A,ITPKC,GADD45A,NFIL3,TLR2,HRH2	13	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	mature T-cell neoplasm	Mature T-cell neoplasm	1.45E-05	 	 	 	 	RSAD2,IRS2,OASL,IFIT3,IFIT2,COL6A2,TLR4,TUBB2A,BCL6,SECTM1,AIM2,CD24,CD163,GADD45A,TLR2	15	
Organismal Injury and Abnormalities	benign lesion	Benign lesion	1.49E-05	 	0.000	bias	0.886	S100A8,CEBPD,IRS2,LY6E,SOCS3,IFIT3,ANXA3,S100A9,EPPK1,COL6A2,IFITM3,LCN2,TUBB2A,HMGB2,IFIT1,DUSP1,CA1,CDKN1A,MMP8,ARG1,GADD45A,CD24,TLR2,HRH2	24	
Cell Death and Survival	pyroptosis	Pyroptosis	1.53E-05	 	 	 	 	TLR4,NAIP,AIM2,NLRC4	4	
Cancer, Organismal Injury and Abnormalities	abdominal neoplasm	Abdominal neoplasm	1.58E-05	 	-0.590	 	-0.343	KCNJ2,TLR5,FCGR1A,IL1R2,CD274,C3AR1,NUDT16,CA4,TLR2,LRG1,KLHL2,TRIM22,IFIT3,TMCC2,SORT1,ADAMTS10,LCN2,SMAP2,SAMSN1,BCL6,AIM2,TNFAIP6,IL18RAP,ADM,ELANE,CD24,STS,PLBD1,FGD4,SH2D1B,CLEC4E,LY6E,SOCS3,PGLYRP1,PFKFB2,DOCK4,IFIT2,RNF175,IRAK3,SIPA1L2,TUBB2A,TPST1,FKBP5,DUSP1,CD177,MANSC1,ITPKC,IRF2BPL,NFIL3,S100A8,OASL,ANXA3,CLEC4D,S100A9,ASPRV1,MATK,NAIP,FCAR,ABHD5,HMGB2,DAAM2,UBTD1,ZNF608,B4GALT5,GRB10,PHC2,IFITM3,TLR4,RALB,SECTM1,IFITM2,SPATA6,ARG1,CXCL16,ECHDC3,ANO9,SLC26A8,PTPRS,LOXHD1,IL18R1,CACNA1E,HIST1H3B,COL6A2,KIAA0825,MGAM,VNN1,ALPL,HAUS5,TREML4,LTF,VNN2,CA1,MMP8,NSUN7,CD163,GADD45A,NLRP6,HRH2,GBP1,OSM,PLSCR1,IFI27,SLC8A1,ETS2,EPSTI1,ACSL1,IL1R1,TSC22D3,BATF2,CDKN1A,TREM1,PTGDR,ALS2CL,AQP9,S100A12,IRS2,CEBPD,LILRA5,MPO,PLIN5,ABCA1,SAT1,EPPK1,KCNE1,CDA,IFIT1,CEACAM8,ASPH,SERPING1,ARHGEF40,NLRC4	131	
Organismal Development	abnormal morphology	Abnormal morphology of body cavity	1.64E-05	 	 	 	 	TLR5,OSM,CLEC4E,LY6E,SOCS3,SLC8A1,FCER1G,C3AR1,IRAK3,TLR4,ADGRG3,ACSL1,IL1R1,DUSP1,TSC22D3,CDKN1A,ARG1,NFIL3,TLR2,PTPRS,IRS2,PLIN5,ABCA1,CLEC4D,ALPL,BCL6,AIM2,ADM,MMP8,NLRP6,HRH2	31	
Cell Death and Survival	cytolysis	Cytolysis	1.65E-05	 	0.927	 	0.682	TLR4,FCGR1B,FCAR,AQP9,CD177,FCGR1A,FCER1G,NFIL3,C3AR1,SH2D1B,IL18R1	11	
Cardiovascular Disease, Neurological Disease, Organismal Injury and Abnormalities	stroke	Stroke	1.76E-05	 	 	 	 	MGAM,TUBB2A,BCL6,S100A12,S100A9,CA1,CXCL16,CA4,LCN2,ETS2	10	
Endocrine System Development and Function	insulin sensitivity index	Insulin sensitivity index	1.86E-05	 	-0.447	 	0.032	GRB10,OSM,SOCS3,CDKN1A,SAT1	5	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	binding	Binding of neutrophils	1.90E-05	Increased	2.619	bias	1.542	TLR4,FCAR,TLR5,S100A8,IL1R1,S100A9,TLR2	7	
Gastrointestinal Disease, Hepatic System Disease, Metabolic Disease, Organismal Injury and Abnormalities	hepatic steatosis	Hepatic steatosis	1.91E-05	 	-1.201	bias	-0.315	TLR4,OSM,TLR5,ABHD5,ACSL1,DUSP1,TSC22D3,ABCA1,CDKN1A,SORT1,LCN2,TLR2	12	
Protein Synthesis	quantity	Quantity of TNF in blood	1.97E-05	 	0.128	 	0.625	AIM2,DUSP1,S100A9,IFIT2,TLR2,NFIL3	6	
Cardiovascular Disease, Neurological Disease	ischemia	Ischemia of central nervous system	2.08E-05	 	 	 	 	BCL6,S100A12,ABCA1,S100A9,CA4,TLR2,LCN2,ETS2	8	
Infectious Diseases	flu	Flu	2.11E-05	 	 	 	 	IFIT1,DUSP1,CYSTM1,IFIT2,IFITM3,SAMSN1	6	
Infectious Diseases	replication	Replication of Hepatitis C virus	2.11E-05	Decreased	-2.416	 	-2.392	RSAD2,IFIT1,SOCS3,IFITM2,IFI27,IFITM3	6	
Dermatological Diseases and Conditions, Inflammatory Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	dermatomyositis	Dermatomyositis	2.22E-05	 	 	 	 	TUBB2A,FCGR1B,IL1R1,FCGR1A,LY6E,IFIT3,COL6A2	7	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	efflux	Efflux of cholesterol	2.22E-05	 	-1.272	bias	-1.943	VNN1,S100A8,ACSL1,S100A12,MPO,ABCA1,S100A9	7	
Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation, Hematological System Development and Function	stimulation	Stimulation of leukocytes	2.25E-05	 	1.849	bias	 	TLR4,TLR5,CLEC4E,MPO,CD24,CD274,TLR2,LCN2,IL18R1	9	
Gastrointestinal Disease, Inflammatory Disease	inflammatory bowel disease	Inflammatory Bowel Disease	2.32E-05	 	 	 	 	TLR5,S100A8,SOCS3,LY6E,MPO,LCN2,CD274,TLR4,LTF,ACSL1,VNN2,TREM1,TLR2	13	
Cell Morphology	polarization	Polarization of cells	2.33E-05	Increased	2.768	bias	1.409	TLR4,AQP9,SOCS3,FCER1G,KCNE1,TLR2,LCN2,PTGDR,SAMSN1	9	
Developmental Disorder, Hereditary Disorder, Metabolic Disease, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	familial periodic paralysis	Familial periodic paralysis	2.37E-05	 	 	 	 	KCNJ2,CA1,CA4	3	
Lipid Metabolism, Small Molecule Biochemistry	recognition	Recognition of lipid	2.37E-05	 	 	 	 	TLR4,TLR5,TLR2	3	
Cellular Function and Maintenance, Hematological System Development and Function	function	Function of helper T lymphocytes	2.41E-05	 	 	 	 	BCL6,DUSP1,FCER1G,C3AR1,IL18R1,SAMSN1	6	
Organismal Injury and Abnormalities, Tissue Morphology	size	Size of lesion	2.48E-05	 	 	 	 	OSM,SOCS3,MPO,FCER1G,LCN2,ETS2,TLR4,IL1R1,CDKN1A,CD24,SERPING1,TLR2,PTGDR	13	
Cell-To-Cell Signaling and Interaction, Cellular Function and Maintenance, Hematological System Development and Function, Inflammatory Response	phagocytosis	Phagocytosis by microglia	2.54E-05	 	0.762	 	0.486	TLR4,S100A9,TLR2,C3AR1	4	
Cell Morphology, Hematological System Development and Function, Inflammatory Response	polarization	Polarization of macrophages	2.74E-05	Increased	2.218	bias	1.491	TLR4,SOCS3,FCER1G,LCN2,PTGDR	5	
Cellular Function and Maintenance	uptake	Uptake of cells	2.74E-05	Increased	2.000	bias	 	ABCA1,FCER1G,CD163,TLR2,NLRC4	5	
Cell Death and Survival	cell death	Cell death of dendritic cells	2.75E-05	 	0.372	 	0.023	TLR4,BCL6,AIM2,TLR2,LCN2,C3AR1	6	
Organismal Injury and Abnormalities, Renal and Urological Disease	injury	Injury of kidney	2.77E-05	 	1.100	 	0.597	TLR4,IL1R1,FCGR1A,ADM,CA4,TLR2,LCN2,C3AR1	8	
Connective Tissue Disorders, Organismal Injury and Abnormalities, Tissue Morphology	deterioration	Deterioration of connective tissue	2.85E-05	 	1.066	 	0.611	TLR4,TLR5,OSM,DUSP1,IL1R1,FCGR1A,TNFAIP6,CXCL16,FCER1G	9	
Cancer, Organismal Injury and Abnormalities	metastatic solid tumor	Metastatic solid tumor	2.93E-05	 	1.387	 	0.928	KCNJ2,FCGR1B,CEBPD,FCGR1A,HIST1H3B,ABCA1,CD274,LCN2,EPSTI1,TUBB2A,ALPL,LTF,HMGB2,SECTM1,ADM,ELANE,ARG1,CD24,TLR2	19	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	mammary tumor	Mammary tumor	2.96E-05	 	-0.447	 	-0.726	TLR5,OSM,LY6E,SLC8A1,DOCK4,CD274,C3AR1,ETS2,TLR4,EPSTI1,TUBB2A,FKBP5,DUSP1,CDKN1A,TREM1,ITPKC,NFIL3,S100A8,CACNA1E,CEBPD,IRS2,ANXA3,HIST1H3B,ABCA1,S100A9,EPPK1,ADAMTS10,LCN2,FCGBP,MGAM,ALPL,BCL6,LTF,IFIT1,AIM2,TNFAIP6,MMP8,STS,GADD45A,CD24,SERPING1,ARHGEF40,NLRC4,HRH2	44	
Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response, Tissue Development	accumulation	Accumulation of phagocytes	3.12E-05	Increased	2.061	bias	1.265	TLR4,S100A8,IL1R1,S100A9,ELANE,LCN2,NLRC4,ETS2	8	
Cancer, Organismal Injury and Abnormalities	abdominal cancer	Abdominal cancer	3.14E-05	 	-0.730	 	-0.601	KCNJ2,TLR5,FCGR1A,IL1R2,CD274,C3AR1,NUDT16,CA4,TLR2,LRG1,KLHL2,TRIM22,IFIT3,TMCC2,SORT1,ADAMTS10,LCN2,SMAP2,SAMSN1,BCL6,AIM2,TNFAIP6,IL18RAP,ADM,ELANE,CD24,STS,PLBD1,FGD4,SH2D1B,CLEC4E,LY6E,SOCS3,PGLYRP1,PFKFB2,DOCK4,IFIT2,RNF175,IRAK3,SIPA1L2,TUBB2A,TPST1,FKBP5,DUSP1,CD177,MANSC1,ITPKC,IRF2BPL,NFIL3,S100A8,OASL,ANXA3,CLEC4D,S100A9,ASPRV1,MATK,FCAR,NAIP,ABHD5,HMGB2,DAAM2,UBTD1,ZNF608,B4GALT5,GRB10,PHC2,IFITM3,TLR4,RALB,SECTM1,IFITM2,SPATA6,ARG1,CXCL16,ANO9,SLC26A8,PTPRS,LOXHD1,IL18R1,CACNA1E,HIST1H3B,COL6A2,KIAA0825,MGAM,VNN1,ALPL,HAUS5,TREML4,LTF,VNN2,CA1,MMP8,NSUN7,CD163,NLRP6,HRH2,GBP1,OSM,PLSCR1,IFI27,SLC8A1,ETS2,EPSTI1,ACSL1,IL1R1,TSC22D3,BATF2,CDKN1A,TREM1,PTGDR,ALS2CL,AQP9,S100A12,IRS2,CEBPD,LILRA5,MPO,PLIN5,ABCA1,SAT1,EPPK1,KCNE1,CDA,IFIT1,CEACAM8,ASPH,SERPING1,ARHGEF40,NLRC4	129	
Cell Death and Survival	survival	Cell survival	3.16E-05	Increased	2.642	bias	-0.009	GRB10,GBP1,OSM,PLSCR1,SOCS3,FCGR1A,PFKFB2,FCER1G,IRAK3,ETS2,TLR4,RALB,FKBP5,DUSP1,TSC22D3,CDKN1A,NFIL3,TLR2,S100A8,CEBPD,IRS2,ABCA1,S100A9,SAT1,LCN2,BCL6,LTF,HMGB2,ELANE,GADD45A,CD24,B4GALT5	32	
Cell Morphology, Immunological Disease	abnormal morphology	Abnormal morphology of leukocytes	3.28E-05	 	 	 	 	ADGRG3,TLR4,ABHD5,IL1R1,CDKN1A,ITPKC,FCER1G,NFIL3,CD274,TLR2	10	
Cardiovascular Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	acute myocardial infarction	Acute myocardial infarction	3.30E-05	 	 	 	 	TUBB2A,KCNJ2,FCGR1B,IL1R1,FCGR1A,KCNE1,TLR2	7	
Cell-To-Cell Signaling and Interaction, Cellular Function and Maintenance, Inflammatory Response	phagocytosis	Phagocytosis of connective tissue cells	3.38E-05	 	 	 	 	TLR4,ABCA1,TLR2	3	
Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	damage	Damage of liver	3.44E-05	 	0.109	 	0.098	TLR4,MGAM,OSM,IL1R1,DUSP1,CDKN1A,ADM,SERPING1,CD274,TLR2,C3AR1	11	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking	adhesion	Adhesion of granulocytes	3.47E-05	 	1.937	bias	0.812	TLR4,TLR5,S100A8,LTF,IL1R1,S100A9,TLR2	7	
Cell-To-Cell Signaling and Interaction	response	Response of mononuclear leukocytes	3.47E-05	 	0.046	bias	-0.928	TLR4,OSM,IL1R1,SOCS3,OASL,TREM1,NFIL3,CD274,TLR2,C3AR1	10	
Connective Tissue Disorders, Hematological Disease, Organismal Injury and Abnormalities	thrombocytopenia	Thrombocytopenia	3.47E-05	 	-0.762	bias	 	VNN1,FCGR1B,BCL6,CDA,FCGR1A,ABCA1,CD24,FCER1G,LCN2,IRAK3	10	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	breast or ovarian cancer	Breast or ovarian cancer	3.53E-05	 	 	 	 	TLR5,CD274,C3AR1,TLR4,SECTM1,IFITM2,SPATA6,CXCL16,KLHL2,CACNA1E,HIST1H3B,SORT1,KIAA0825,ADAMTS10,COL6A2,LCN2,FCGBP,VNN1,MGAM,ALPL,BCL6,LTF,AIM2,TNFAIP6,MMP8,STS,CD24,HRH2,LY6E,SLC8A1,IFI27,DOCK4,ETS2,SIPA1L2,EPSTI1,TUBB2A,FKBP5,DUSP1,TSC22D3,CDKN1A,TREM1,ITPKC,NFIL3,S100A8,CEBPD,IRS2,ANXA3,MPO,ABCA1,S100A9,EPPK1,FCAR,IFIT1,SERPING1,ARHGEF40,NLRC4	56	
Cancer, Organismal Injury and Abnormalities	abdominal carcinoma	Abdominal carcinoma	3.53E-05	 	-0.705	 	-0.557	KCNJ2,TLR5,FCGR1A,IL1R2,CD274,C3AR1,CA4,TLR2,LRG1,KLHL2,TRIM22,IFIT3,TMCC2,SORT1,ADAMTS10,LCN2,SMAP2,SAMSN1,BCL6,AIM2,TNFAIP6,IL18RAP,ADM,ELANE,CD24,STS,PLBD1,FGD4,SH2D1B,CLEC4E,LY6E,SOCS3,PGLYRP1,PFKFB2,DOCK4,IFIT2,RNF175,IRAK3,SIPA1L2,TUBB2A,TPST1,FKBP5,DUSP1,CD177,MANSC1,ITPKC,IRF2BPL,NFIL3,S100A8,OASL,ANXA3,CLEC4D,S100A9,ASPRV1,MATK,NAIP,FCAR,ABHD5,HMGB2,DAAM2,UBTD1,ZNF608,B4GALT5,GRB10,PHC2,IFITM3,TLR4,RALB,SECTM1,IFITM2,SPATA6,ARG1,CXCL16,ANO9,SLC26A8,PTPRS,LOXHD1,IL18R1,CACNA1E,HIST1H3B,COL6A2,KIAA0825,MGAM,VNN1,ALPL,HAUS5,TREML4,LTF,VNN2,CA1,MMP8,NSUN7,CD163,HRH2,GBP1,OSM,PLSCR1,SLC8A1,ETS2,EPSTI1,ACSL1,IL1R1,TSC22D3,BATF2,CDKN1A,TREM1,PTGDR,ALS2CL,AQP9,S100A12,IRS2,CEBPD,LILRA5,MPO,PLIN5,ABCA1,SAT1,EPPK1,KCNE1,CDA,IFIT1,CEACAM8,ASPH,SERPING1,ARHGEF40,NLRC4	126	
Behavior	mechanical allodynia behavior	Mechanical allodynia behavior	3.59E-05	 	1.953	bias	1.215	TLR4,IL1R1,ELANE,TLR2,LCN2	5	
Cardiovascular Disease, Organismal Injury and Abnormalities	reperfusion injury	Reperfusion injury of organ	3.59E-05	 	1.231	 	1.056	TLR4,IL1R1,TLR2,SERPING1,C3AR1	5	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	gonadal tumor	Gonadal tumor	3.60E-05	 	 	 	 	TLR5,IFI27,CD274,ETS2,SIPA1L2,TLR4,TUBB2A,SECTM1,DUSP1,TSC22D3,IFITM2,CDKN1A,SPATA6,CXCL16,KLHL2,IRS2,CACNA1E,MPO,ABCA1,EPPK1,SORT1,KIAA0825,ADAMTS10,COL6A2,LCN2,VNN1,MGAM,FCAR,LTF,TNFAIP6,GADD45A,CD24,SERPING1,ARHGEF40,FGD4,HRH2	36	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of fatty acid	3.75E-05	 	0.821	bias	-0.479	TLR4,OSM,LTF,ACSL1,SOCS3,FCGR1A,IL18RAP,ABCA1,ERLIN1,IL1R2,FCER1G,TLR2	12	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	breast cancer	Breast cancer	3.75E-05	 	 	 	 	TLR5,LY6E,SLC8A1,DOCK4,CD274,C3AR1,ETS2,TLR4,EPSTI1,TUBB2A,FKBP5,DUSP1,CDKN1A,TREM1,ITPKC,NFIL3,S100A8,CACNA1E,CEBPD,IRS2,ANXA3,HIST1H3B,ABCA1,S100A9,EPPK1,ADAMTS10,LCN2,FCGBP,MGAM,ALPL,BCL6,LTF,IFIT1,AIM2,TNFAIP6,MMP8,STS,CD24,SERPING1,ARHGEF40,NLRC4,HRH2	42	
Hematological System Development and Function, Hypersensitivity Response, Tissue Morphology	quantity	Quantity of eosinophils	3.81E-05	 	1.746	 	1.521	TLR4,BCL6,IL1R1,PGLYRP1,CDKN1A,GADD45A,C3AR1	7	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	transport	Transport of lipid	3.88E-05	 	-0.838	bias	-2.213	VNN1,AQP9,OSM,S100A8,ACSL1,S100A12,PLSCR1,MPO,S100A9,ABCA1	10	
Cardiovascular System Development and Function, Cellular Development, Cellular Growth and Proliferation, Organ Development, Skeletal and Muscular System Development and Function, Tissue Development	proliferation	Proliferation of vascular smooth muscle cells	3.93E-05	 	1.684	 	1.446	TLR4,CEBPD,SOCS3,CDKN1A,ADM,MMP8,ARG1,TLR2	8	
Inflammatory Response	acute inflammatory response	Acute inflammatory response	3.97E-05	 	 	 	 	TLR4,VNN1,OSM,LCN2	4	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	neoplasia	Ovarian tumor	4.02E-05	 	 	 	 	TLR5,IFI27,CD274,ETS2,SIPA1L2,TLR4,TUBB2A,SECTM1,DUSP1,TSC22D3,IFITM2,CDKN1A,SPATA6,CXCL16,KLHL2,IRS2,CACNA1E,MPO,ABCA1,EPPK1,SORT1,KIAA0825,ADAMTS10,COL6A2,LCN2,VNN1,MGAM,FCAR,LTF,TNFAIP6,GADD45A,CD24,SERPING1,ARHGEF40,HRH2	35	
Cellular Development, Connective Tissue Development and Function, Skeletal and Muscular System Development and Function, Tissue Development	differentiation	Differentiation of osteoclasts	4.08E-05	 	0.133	 	-0.202	TLR4,BCL6,S100A8,LY6E,SOCS3,FCER1G,TLR2,C3AR1,IRAK3	9	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	transport	Transport of steroid	4.24E-05	 	-1.324	bias	-2.296	VNN1,S100A8,AQP9,ACSL1,S100A12,MPO,ABCA1,S100A9	8	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of neutrophils	4.25E-05	 	1.408	bias	 	LTF,IL18RAP,MPO,ELANE,TLR2,LCN2	6	
Connective Tissue Disorders, Inflammatory Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	osteitis	Osteitis	4.26E-05	 	 	 	 	ALPL,S100A8,S100A12,IL1R1,S100A9	5	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	urinary tract cancer	Urinary tract cancer	4.31E-05	 	 	 	 	PLSCR1,LY6E,FCGR1A,PGLYRP1,CD274,ETS2,TLR4,EPSTI1,TUBB2A,RALB,IL1R1,CDKN1A,CXCL16,IRF2BPL,SLC26A8,TLR2,PTGDR,PTPRS,TRIM22,AQP9,S100A12,IRS2,LILRA5,IFIT3,MPO,HIST1H3B,EPPK1,COL6A2,HAUS5,FCAR,HMGB2,TNFAIP6,ADM,CEACAM8,NSUN7,CD24,ZNF608,SERPING1	38	
Gastrointestinal Disease, Inflammatory Disease, Organismal Injury and Abnormalities	diverticulitis of sigmoid colon	Diverticulitis of sigmoid colon	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Infectious Diseases	infection	Infection by Entamoeba histolytica	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cardiovascular Disease, Organismal Injury and Abnormalities	ischemic coronary artery disease	Ischemic coronary artery disease	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cardiovascular Disease, Organismal Injury and Abnormalities, Renal and Urological Disease	ischemic injury	Ischemic injury of kidney	4.42E-05	 	 	 	 	TLR4,LCN2	2	
Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities, Renal and Urological Disease	peritonitis	Peritonitis of kidney	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Inflammatory Response	proinflammatory response	Proinflammatory response of peripheral blood monocytes	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cell-To-Cell Signaling and Interaction	recognition	Recognition of Chlamydia pneumoniae	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cell-To-Cell Signaling and Interaction	recognition	Recognition of Propionibacterium acnes	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Molecular Transport, Small Molecule Biochemistry	secretion	Secretion of nitrite	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation	stimulation	Stimulation of gonadal cell lines	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Infectious Diseases, Inflammatory Disease, Organismal Injury and Abnormalities, Respiratory Disease	tuberculous pleurisy	Tuberculous pleurisy	4.42E-05	 	 	 	 	TLR4,TLR2	2	
Cellular Development, Cellular Growth and Proliferation, Organ Development, Skeletal and Muscular System Development and Function, Tissue Development	proliferation	Proliferation of muscle cells	4.49E-05	 	1.974	 	1.420	OSM,CEBPD,SOCS3,C3AR1,TLR4,DUSP1,CDKN1A,ADM,MMP8,ELANE,CXCL16,ARG1,TLR2	13	
Cardiovascular System Development and Function, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Organismal Development, Tissue Development	proliferation	Proliferation of endothelial cells	4.57E-05	 	1.869	 	1.220	GBP1,KCNJ2,OSM,S100A8,HMGB2,S100A9,SLC8A1,CDKN1A,ADM,ARG1,LRG1,HRH2	12	
Cellular Development, Connective Tissue Development and Function, Tissue Development	differentiation	Differentiation of bone cells	4.58E-05	 	0.905	 	0.520	OSM,S100A8,CEBPD,LY6E,SOCS3,FCER1G,C3AR1,IRAK3,TLR4,BCL6,LTF,TNFAIP6,TLR2	13	
Cell Death and Survival	pyroptosis	Pyroptosis of bone marrow-derived macrophages	4.62E-05	 	 	 	 	TLR4,AIM2,NLRC4	3	
Cell Morphology	polarization	Polarization of leukocytes	4.79E-05	Increased	2.583	bias	 	TLR4,AQP9,SOCS3,FCER1G,TLR2,LCN2,PTGDR	7	
Cell Morphology	morphology	Morphology of leukocytes	4.87E-05	 	 	 	 	ADGRG3,TLR4,ABHD5,IL1R1,CDKN1A,ITPKC,FCER1G,NFIL3,CD274,TLR2,PTGDR,ETS2	12	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	T-cell malignant neoplasm	T-cell malignant neoplasm	4.91E-05	 	 	 	 	RSAD2,IRS2,OASL,IFIT3,IFIT2,COL6A2,CD274,TLR4,TUBB2A,BCL6,SECTM1,AIM2,CDKN1A,GADD45A,CD24,CD163,TLR2	17	
Tissue Development	growth	Growth of epithelial tissue	4.91E-05	Increased	2.091	 	1.362	KCNJ2,GBP1,OSM,S100A8,SOCS3,SLC8A1,S100A9,EPPK1,LCN2,LTF,HMGB2,TNFAIP6,CDKN1A,ADM,ARG1,NLRP6,TLR2,LRG1,HRH2	19	
Organismal Injury and Abnormalities	edema	Edema	4.95E-05	 	-1.945	bias	 	KCNE1,C3AR1,IRAK3,TLR4,TUBB2A,LTF,DUSP1,TNFAIP6,CA1,ADM,CA4,NLRP6,SERPING1	13	
Cellular Development, Cellular Growth and Proliferation, Organ Development, Renal and Urological System Development and Function	proliferation	Proliferation of glomerular cells	5.02E-05	Decreased	-2.000	bias	-2.624	TLR4,DUSP1,CDKN1A,FCER1G,TLR2	5	
Cell Death and Survival, Organismal Injury and Abnormalities, Renal and Urological Disease	apoptosis	Apoptosis of kidney cells	5.06E-05	 	0.333	 	0.178	TLR4,DUSP1,CDKN1A,CA4,TLR2,LCN2	6	
Cell-mediated Immune Response, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Organ Development, Organismal Development, Tissue Development	differentiation	Differentiation of helper T lymphocytes	5.08E-05	 	0.640	bias	-0.358	BCL6,RSAD2,TLR5,CLEC4E,IL1R1,SOCS3,CD274,C3AR1,IL18R1	9	
Connective Tissue Development and Function, Tissue Morphology	mass	Mass of adipose tissue	5.09E-05	 	 	 	 	TLR5,IRS2,CEBPD,DUSP1,IL1R1,CDKN1A,SAT1,LCN2	8	
Protein Synthesis	quantity	Quantity of IL-1b in blood	5.20E-05	 	-0.152	 	0.180	IL1R1,IFIT2,TLR2,C3AR1	4	
