© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHcirrhosis-vs-healthy
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364206

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Tissue Development	growth	Growth of epithelial tissue	5.44E-08	Increased	2.477	 	2.049	CCR7,KCNJ2,CEACAM1,LAMC1,PLCE1,NOG,IFT52,JUND,TBXA2R,BCL2A1,LRP6,CD9,MKI67,TLR2,LRG1,WNT1,ACP1,ADM,HSPG2,NDRG2,MMP9,SOCS3,PTCH1,PKD1,FAH,IFT172,STK11,VEGFB,STEAP4,CTNNA1,S100A8,BPI,BCL11B,IFT74,S100A9,PLAUR,EGR1,WNT16,IGF2,HMGB2,LTB4R,PIM1,PTEN,PARD3,LIMS2,NFKBIA,FZD5,GATA3,IFNGR1,RGCC,RXRA,ARG1,TFRC,SLC7A5,IL1B,RCAN1,FPR2,WNK1,CASP1,COL4A3,ODC1,RNF144B,PDGFC,CD36,KIF3A,BMX,KLF5,DGKA,FOXO3,TGM2,HRH2,S1PR2,GBP1,MAP2K7,GLUL,AKT3,PFKFB3,SLC8A1,PGF,IFT80,TNFRSF25,CCNDBP1,CLEC1B,ALDH1A2,STAT1,KRT10,SFRP2,CDH1,TGFA,SEMA6B,G6PD,ANGPT2,LMNB1,GDF15,EPPK1,EPOR,DYSF,CTSB,EPAS1	99	
Dermatological Diseases and Conditions, Inflammatory Disease, Organismal Injury and Abnormalities	acne	Acne	5.70E-08	 	 	 	 	G6PD,MME,MMP9,IL1B,PLSCR1,SELL,PLAUR,S100A9,NR3C2,APOBEC3A,ODC1,IL1R2,C3AR1,TLR4,NAIP,CD28,RXRA,SERPINA1,CR1,ICAM1,TLR2,RARB	22	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	hematological neoplasia	Hematopoietic neoplasm	5.75E-08	 	0.911	 	1.039	CCR7,AZU1,UBE2M,TLR5,RSAD2,ABCC4,DZANK1,SELL,OBSCN,DTHD1,PLCE1,MDC1,LILRB4,TLR8,KCNH7,BCL2A1,SPEG,KCNJ15,SDK2,ST6GALNAC4,CDC27,BCAT1,PASK,TOP2A,PLEKHG5,KTI12,C9orf84,AKT1S1,TNFSF13B,MME,ZNF711,CSMD1,IFIT3,DAP,SAMD9L,ABI3BP,BCL6,AIM2,N4BP3,ACP5,ASNA1,NFIX,EPHX1,SLC25A39,NUDT6,CLTB,ARHGAP33,ACHE,ZNF835,MMP9,ANKRD22,CELSR3,ATP8A2,MRPL38,MYO15A,SIPA1L2,CA2,EIF2AK1,ZNF599,STK11,DCHS1,PER1,MAP2K3,GRIP1,SPECC1,RPL41,NAP1L3,STRADB,SH3GL1,CEL,CROCC,BCL11B,BAG1,LIPN,LRP10,EGR1,IGF2,FCAR,GSE1,DNAH3,ITPR3,TFR2,SELENBP1,RORC,DNM3,RARB,CHST15,NUP188,PTEN,NRCAM,PARD3,TSPAN15,DPM2,PHC2,TCN1,TLR4,SLC34A3,FBXO9,CXCL16,ECHDC3,ZNF512B,ANO9,DIP2C,RABL2B,ZNF347,AURKA,HIST1H3B,DTX3,HSPB1,ALPL,CD36,CD28,PPP3R1,KIF3A,UBB,JMJD7-PLA2G4B,FOXO3,NEDD4L,KLC3,S1PR2,PFKFB3,ST6GALNAC3,SEMA4C,PGF,PPFIBP1,PLXNC1,CCNDBP1,KCNH2,TENT5C,STAT1,CDC34,E2F2,KRT10,ABTB1,TPM2,TAL1,KALRN,SOX6,ANGPT2,CEBPD,ABCA1,FAM102A,PMEL,PDK4,EPOR,DDX31,DCAF12,NAMPT,GALT,CEACAM4,CACNA1C,LGALS9B,TNIP1,ICAM1,NLRC4,CDC42BPA,PPM1A,GYPA,TLR1,FCGR1A,SPATA6L,GPRASP1,MAFB,FCER1G,OR2W3,CD274,HK3,SPDYE2 (includes others),NOG,JUND,SERF2,RNF123,ADAMTS17,SLC7A7,GPAT2,RAD23A,PADI2,LRP6,SIRPG,MKI67,CYP1B1,TLR2,USP32,BNC2,CEP112,TRIM22,TSHZ2,NBPF3,FRMD3,RPS12,MXI1,SHARPIN,FCHO2,SLC5A9,HSPG2,BCL2L1,CR1,GPRIN1,FGD4,PCOLCE,GNAI1,NDRG2,GOLGA8A/GOLGA8B,THOP1,NAPA,PFKFB2,NPTXR,IFI6,IRS1,LPCAT2,IFIT2,ZNF827,TARS2,SERINC2,CACNA1F,TUBB2A,IER3,STIL,SLC6A8,PARP14,DDX60L,VEGFB,OPTN,SLC29A2,STEAP4,PINK1,UBAP1,APBA1,TNK1,PYGL,BPI,GYG1,MUC16,ABCG1,KAZN,B2M,KANK2,ADGRB1,HIST2H3D,PLVAP,PIM1,MYBL2,NFE2,TFDP1,EIF2AK2,FCGR1B,DUSP8,NETO1,SEZ6L,DCST1,SIGLEC14,RASA4,UBXN2B,NFKBIA,KLHDC8B,CPD,GATA3,IFNGR1,SECTM1,RGCC,RXRA,JPH3,SIGLEC5,TMPRSS9,TFRC,NINL,DNAJA4,CEP89,SLC25A38,CACNA1E,KRT1,IL1B,LEF1,XPO7,CASP1,CDH4,COL4A3,ODC1,ABCG2,MTUS1,TUBB4B,PDGFC,ANK3,RBM38,ANKH,NET1,ALDH5A1,CLCC1,TNFRSF13C,DNAH6,ARL11,GADD45A,DGKA,LRRK2,YES1,HRH2,ALPK1,DAB1,AKT3,CARNS1,COL6A1,DDR1,GNA12,SIRPB1,IL2RB,IFT80,ACE,CDON,EPSTI1,TIE1,ABHD12B,IL1R1,GRIK4,FKBP8,ENO2,NMT2,CDH1,BLNK,ZFP2,KLRC4-KLRK1/KLRK1,GIPR,COL6A3,TMEM63B,GDF15,TNS1,SHANK1,MPO,F5,SLC2A1,GATA1,SLC4A10,CDA,GNAS,IFIT1,PBX1,TMEM183A,ZER1,ARHGEF28,SERPINA1,EPAS1,TMEM158	341	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	prostate cancer	Prostate cancer	6.40E-08	 	-0.725	 	-0.898	CCR7,SLC6A9,KCNJ2,ABCC4,OBSCN,HID1,PLCE1,IL1R2,LILRB4,DNAJB2,SNCA,CRELD1,AMER1,TBXA2R,YOD1,AFF1,SPEG,UBAC1,SLC17A9,SDK2,KIFC2,RIOK3,PASK,TOP2A,C9orf84,TNFSF13B,CASC3,ZNF711,CSMD1,AMFR,ZNF285,KLHDC8A,OSBP2,CYB5R3,GPR146,ABI3BP,SESN3,GTPBP3,EOMES,N4BP3,RALBP1,PNPLA7,NTNG2,ACP5,ASNA1,HIST1H2BD,DIAPH3,MICAL2,MKRN1,ZNF835,MMP9,PTCH1,PKD1,DOCK4,DPY19L4,CELSR3,ATP8A2,MYO15A,CA2,BMP2K,BAIAP2L1,EIF2AK1,ZNF599,REPS2,DCHS1,PER1,TSEN2,SLC16A11,TSPAN5,GRIP1,SASH1,SPECC1,CTNNA1,STRADB,CEL,CROCC,PLEKHB1,RETREG2,S100A8,UBE2O,BCL11B,TXN,MYL12B,LRP10,EGR1,STARD9,IGF2,DNAH3,MAP7D2,GGT5,GP5,ITPR3,GFOD2,RORC,ASTN2,RARB,RHCE/RHD,TK1,NCOA4,NUP188,UBE2S,ZNF682,PTEN,DMPK,PARD3,BNIP3L,SKA3,TCN1,HIST1H3C,TLR4,KCNH8,SLC34A3,CXCL16,CTSD,ANO9,ATG9A,DIP2C,PTPRS,ZNF347,AEBP1,HIST1H4D,SMOX,RCAN1,SRPK1,HIST1H3B,MARCH3,DTX3,PIP4K2A,TRAF5,HSPB1,MGAM,ALPL,TOP3B,VNN2,KIF3A,UBB,SPX,NTPCR,FOXO3,NAV1,MAP2K7,PFKFB3,SEMA4C,PGF,OSGEPL1,FAM117A,ETS2,ZNF821,NIPSNAP1,ALDH1A2,STAT1,CENPL,KRT10,ABTB1,TRIM10,TPM2,CARM1,LAS1L,KALRN,KIF14,STKLD1,SEMA6B,KIF26B,ANK1,ABCA1,HAGH,SAT1,PDK4,SSTR3,DYSF,FEZ1,NAALAD2,LMTK3,CBY1,CLIP3,NKD1,EDAR,DDX31,FAM214B,CACNA1C,SERPING1,ATP8B2,SNED1,CEACAM1,COL5A3,CD274,C3AR1,HK3,NBEA,SERF2,SARDH,INPP5E,SLC7A7,SHISA7,LRP6,KRT72,CNKSR2,APBB1,MKI67,MAN2A2,TLR2,CYP1B1,USP32,MPP2,LRG1,BNC2,CEP112,DNAJC6,CEP290,MYL4,TSHZ2,NAV2,TNKS1BP1,SRGAP1,GNS,MXI1,PYROXD2,SHARPIN,ZNF320,IL18RAP,SLC5A9,HSPG2,BCL2L1,CR1,ARHGAP39,SH2D1B,ENTPD1,SOCS3,NAPA,NPTXR,ATP8B4,IRS1,SNPH,NUSAP1,IFIT2,ZNF827,NELL2,MTX3,CACNA1F,TUBB2A,TKT,DUSP1,IER3,RNF43,PARP14,YBX1,DDX60L,KCNJ1,LARGE2,KCNC4,APBA1,TNK1,ANXA3,S100A9,PLAUR,MUC16,KAZN,B2M,MATK,SPEF2,LTBP3,C1orf116,ZNF793,PITPNM2,PIM1,GARNL3,MYBL2,KIF18B,GREB1L,HEPACAM2,TFDP1,EXPH5,JTB,MBNL3,C9orf78,ALOX5AP,SEZ6L,DCST1,RASA4,NFKBIA,CPD,GATA3,IFNGR1,GPATCH4,ZNF747,AFF2,PLEKHA1,RXRA,MFSD2B,HORMAD1,GIPC3,SLC36A1,SPAG5,CEP89,RCL1,MCTP1,CACNA1E,KRT1,IL1B,CKAP4,LEF1,GRINA,CASP1,BEGAIN,HLTF,ODC1,RNF144B,DOCK3,ASPM,ABCG2,MTUS1,TUBB4B,ANK3,PRDX5,CREB5,CR1L,ALDH5A1,BMX,DNAH6,LRRK2,EIF1B,DSC2,TGM2,WDFY3,SPTB,HRH2,DAB1,GYPC,OTX1,OAZ1,AKT3,CNPPD1,GNA12,SIRPB1,SELENOK,SAMD3,FPR1,CDON,BICD1,SLC6A19,EPSTI1,CIB2,TIE1,PTGDS,DACT1,ENO2,ARL6IP1,NMT2,CDH1,SIRPA,CTSE,PDZD8,ZNF354C,GIPR,CHD5,ADAMTS4,VIPR2,COL6A3,KCNA2,GDF15,RNF10,TNS1,SH2D3A,SHANK1,UBAP2,CEP170B,SPTA1,ITGA11,F5,SLC2A1,YPEL3,GATA1,MAP3K9,SLC4A10,PLEK2,GNAS,PBX1,TMEM183A,SERPINA1,TMEM8B,LGALS3,EPAS1	382	
Infectious Diseases	infection	Infection of mammalia	6.71E-08	Decreased	-3.318	 	-2.374	CCR7,EIF2AK2,TLR5,FCGR1A,TLR1,CEACAM1,FCER1G,RASA4,JDP2,CD274,C1QA,TLR4,IFNGR1,SNCA,BCL2A1,CXCL16,NOS3,TLR2,IL1B,CASP1,BCL6,CD36,CD28,AIM2,ELANE,CLEC4E,PADI4,MMP9,SELENOK,IFIT2,FPR1,PILRB,CAPG,IL1R1,DUSP1,STAT1,MAP2K3,MMP28,OPTN,AQP9,MPO,SLPI,PLAUR,CLEC4D,B2M,TXK,CLEC12A,CBY1,VSIG4,NFE2,LGALS3,RORC,NLRC4	53	
Organismal Development, Renal and Urological System Development and Function	development	Development of urinary tract	6.96E-08	 	0.151	 	-0.280	RDH16,NLE1,SOX8,MMP9,PTCH1,PKD1,BAG6,PGF,LAMC1,NR3C2,PLCE1,IRS1,MAFB,FCER1G,ACE,AQP1,NOG,GATA3,RPGRIP1L,TKT,ALDH1A2,AMER1,DCHS1,GRIP1,NOS3,PTPRS,KCNJ1,GDF15,CDH4,SPTA1,ITGA11,ODC1,COL4A3,WNT1,IGF2,TRAF3IP1,FCAR,PBX1,KIF3A,ADM,LGALS3,EPAS1,GREB1L,LRRK2,ICAM1,RARB,SPTB,ACVR2B	48	
Organ Morphology, Renal and Urological System Development and Function	morphology	Morphology of kidney	7.02E-08	 	 	 	 	TK1,B9D1,LAMC1,NR3C2,FCER1G,TLR4,WTIP,HP,AMER1,INPP5E,NOS3,MAN2A2,PTPRS,CDH4,COL4A3,NFIA,MXI1,CD36,TOP3B,CR1L,ADM,GADD45A,LRRK2,YES1,RDH16,PKD1,BAG6,DDR1,IRS1,ACE,AQP1,FAH,RPGRIP1L,TKT,TIE1,DACT1,DCHS1,E2F2,BCAT2,GRIP1,BCAM,GDF15,TNS1,ABCA1,ITGA11,IGF2,GNAS,PBX1,ICAM1,RARB,ACVR2B	51	
Cellular Function and Maintenance	ion homeostasis	Ion homeostasis of cells	7.29E-08	 	0.415	 	-0.223	CCR7,KCNJ2,NCOA4,PTEN,DMPK,FTL,FCGR1A,ADIPOR1,NR3C2,PLCE1,RIC3,C3AR1,FIS1,TLR4,SNCA,TBXA2R,XK,SLC34A3,RGS2,JPH3,LRP6,SIGLEC5,TLR2,TFRC,IL1B,ATP1B2,EIF5A,FPR2,CASP1,PIK3C2B,ABCG2,RHAG,ALAS2,ARF1,CD36,CD28,ADM,CR1,NEDD4L,MT2A,TESC,PKD1,SLC8A1,GNA12,STOML2,FPR1,B3GNT2,ETS2,BSG,CA2,ACKR1,CACNA1F,CIB2,EIF2AK1,NMT2,KCNJ1,SLC4A1,KEL,GIPR,HEBP1,CCL28,ANGPT2,PLA2G10,ANK1,EGR1,B2M,BDH2,SLC14A1,GATA1,EPOR,TXK,IGF2,SLC4A10,LTB4R,GNAS,ITPR3,FECH,EPB42,PEMT,CACNA1C,SERPINA1,TFR2,EPAS1,SLC22A17,ZACN	85	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	lymphohematopoietic neoplasia	Lymphohematopoietic neoplasia	7.67E-08	 	0.911	 	1.013	CCR7,AZU1,UBE2M,TLR5,RSAD2,ABCC4,DZANK1,SELL,OBSCN,DTHD1,PLCE1,MDC1,LILRB4,TLR8,KCNH7,BCL2A1,SPEG,KCNJ15,SDK2,ST6GALNAC4,CDC27,BCAT1,PASK,TOP2A,PLEKHG5,KTI12,C9orf84,AKT1S1,TNFSF13B,MME,ZNF711,CSMD1,IFIT3,DAP,SAMD9L,ABI3BP,BCL6,AIM2,N4BP3,ACP5,ASNA1,NFIX,EPHX1,SLC25A39,NUDT6,CLTB,ARHGAP33,ACHE,ZNF835,MMP9,ANKRD22,CELSR3,ATP8A2,MRPL38,MYO15A,SIPA1L2,CA2,EIF2AK1,ZNF599,STK11,DCHS1,PER1,MAP2K3,GRIP1,SPECC1,RPL41,NAP1L3,STRADB,SH3GL1,CEL,CROCC,BCL11B,BAG1,LIPN,LRP10,EGR1,IGF2,FCAR,GSE1,DNAH3,ITPR3,TFR2,SELENBP1,RORC,DNM3,RARB,CHST15,NUP188,PTEN,NRCAM,PARD3,TSPAN15,DPM2,PHC2,TCN1,TLR4,SLC34A3,FBXO9,CXCL16,ECHDC3,ZNF512B,ANO9,DIP2C,RABL2B,ZNF347,AURKA,HIST1H3B,DTX3,HSPB1,ALPL,CD36,CD28,PPP3R1,KIF3A,UBB,JMJD7-PLA2G4B,FOXO3,NEDD4L,KLC3,S1PR2,PFKFB3,ST6GALNAC3,SEMA4C,PGF,PPFIBP1,PLXNC1,CCNDBP1,KCNH2,TENT5C,STAT1,CDC34,E2F2,KRT10,ABTB1,TPM2,TAL1,KALRN,SOX6,ANGPT2,CEBPD,ABCA1,FAM102A,PMEL,PDK4,SSTR3,EPOR,DDX31,DCAF12,NAMPT,GALT,CEACAM4,CACNA1C,LGALS9B,TNIP1,ICAM1,NLRC4,CDC42BPA,PPM1A,GYPA,TLR1,FCGR1A,SPATA6L,GPRASP1,MAFB,FCER1G,OR2W3,CD274,HK3,SPDYE2 (includes others),NOG,JUND,SERF2,RNF123,ADAMTS17,SLC7A7,GPAT2,RAD23A,PADI2,LRP6,SIRPG,MKI67,CYP1B1,TLR2,USP32,BNC2,CEP112,TRIM22,TSHZ2,NBPF3,FRMD3,RPS12,MXI1,SHARPIN,FCHO2,SLC5A9,HSPG2,BCL2L1,CR1,GPRIN1,FGD4,PCOLCE,GNAI1,NDRG2,GOLGA8A/GOLGA8B,THOP1,NAPA,PFKFB2,NPTXR,IFI6,IRS1,LPCAT2,IFIT2,ZNF827,TARS2,SERINC2,CACNA1F,TUBB2A,IER3,STIL,SLC6A8,PARP14,DDX60L,VEGFB,OPTN,SLC29A2,STEAP4,PINK1,UBAP1,APBA1,TNK1,PYGL,BPI,GYG1,MUC16,ABCG1,KAZN,B2M,KANK2,ADGRB1,HIST2H3D,PLVAP,PIM1,MYBL2,NFE2,TFDP1,EIF2AK2,FCGR1B,DUSP8,NETO1,SEZ6L,DCST1,SIGLEC14,RASA4,UBXN2B,NFKBIA,KLHDC8B,CPD,GATA3,IFNGR1,SECTM1,RGCC,RXRA,JPH3,SIGLEC5,TMPRSS9,TFRC,NINL,DNAJA4,CEP89,SLC25A38,CACNA1E,KRT1,IL1B,LEF1,XPO7,CASP1,CDH4,COL4A3,ODC1,ABCG2,MTUS1,TUBB4B,PDGFC,ANK3,RBM38,ANKH,NET1,ALDH5A1,CLCC1,TNFRSF13C,DNAH6,ARL11,GADD45A,DGKA,LRRK2,YES1,HRH2,ALPK1,DAB1,AKT3,CARNS1,COL6A1,DDR1,GNA12,SIRPB1,IL2RB,IFT80,ACE,CDON,EPSTI1,TIE1,ABHD12B,IL1R1,GRIK4,FKBP8,ENO2,NMT2,CDH1,BLNK,ZFP2,KLRC4-KLRK1/KLRK1,GIPR,COL6A3,TMEM63B,GDF15,TNS1,SHANK1,MPO,F5,SLC2A1,GATA1,SLC4A10,CDA,GNAS,IFIT1,PBX1,TMEM183A,ZER1,ARHGEF28,SERPINA1,EPAS1,TMEM158	342	
Cancer, Organismal Injury and Abnormalities	benign neoplasia	Benign Tumors	8.18E-08	 	-1.125	 	-0.754	ABCC4,NEURL1B,CEACAM1,PLCE1,NR3C2,FOXO4,COL5A3,CHKA,NOG,HP,AMER1,AFF1,UBAC1,MKI67,CYP1B1,TLR2,TOP2A,TNFSF13B,IFIT3,PIK3C2B,AP2S1,BCL2L1,NDRG2,ACHE,IFIT1B,MMP9,SOCS3,PTCH1,PKD1,SNPH,TSPAN7,NUSAP1,CA2,ACKR1,FAH,TUBB2A,DUSP1,STK11,RNF43,PRDX2,SMPDL3A,S100A8,ENO3,TNK1,ANXA3,S100A9,EGR1,IGF2,MYL6,HMGB2,MYBL2,RORC,TFDP1,RARB,UBE2S,PTEN,NRCAM,EXT1,CEMIP,SKA3,IFITM3,TCN1,PRDX6,MEGF9,RXRA,ARG1,SLC48A1,DGAT2,SLC7A5,AEBP1,LEF1,SRPK1,FPR2,COL4A3,ODC1,PLXDC1,ABCG2,TUBB4B,PDGFC,CA1,KLF5,ALDOC,GADD45A,FOXO3,TGM2,HRH2,NLE1,GLUL,COL6A1,DDR1,PLXNC1,CCNDBP1,PPP1R3D,TIE1,ALDH1A2,E2F2,CDH1,ACKR3,MAOA,TGFA,CEBPD,ANGPT2,COL6A3,SLPI,EPPK1,PDK4,SLC2A1,SSTR3,GNAS,IFIT1,CTSB,VSIG4,LGALS3	113	
Embryonic Development, Organ Development, Organismal Development, Renal and Urological System Development and Function, Tissue Development	formation	Formation of kidney	9.34E-08	 	0.151	 	-0.276	RDH16,NLE1,SOX8,MMP9,PTCH1,PKD1,BAG6,PGF,LAMC1,NR3C2,PLCE1,IRS1,MAFB,FCER1G,ACE,AQP1,NOG,GATA3,RPGRIP1L,TKT,ALDH1A2,AMER1,DCHS1,GRIP1,NOS3,KCNJ1,GDF15,CDH4,SPTA1,ITGA11,ODC1,COL4A3,WNT1,IGF2,TRAF3IP1,FCAR,PBX1,KIF3A,ADM,LGALS3,EPAS1,GREB1L,LRRK2,ICAM1,RARB,SPTB,ACVR2B	47	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	gonadal tumor	Gonadal tumor	9.57E-08	 	-1.217	 	-0.967	LRRN1,TLR5,ABCC4,SELL,OBSCN,MDC1,C7orf31,WTIP,HP,TBXA2R,SPEG,SDK2,KLHL2,PASK,TOP2A,CARD16,CSMD1,PIK3C2B,ADAMTS10,CTNNAL1,HIST1H2BN,RALBP1,NTNG2,ACP5,EPHX1,HIST1H2BD,ACHE,WBP2,MMP9,PKD1,ITLN1,BAG6,CELSR3,ATP8A2,POLR1D,SIPA1L2,BMP2K,IFT172,STK11,DCHS1,SH3GL1,MS4A4A,CROCC,ITSN1,IL11RA,SLC14A1,STARD9,IGF2,FCAR,DNAH3,GGT5,LTB4R,TFR2,SRGAP2,DNM3,PTEN,NRCAM,EXT1,TCN1,TLR4,CDKN2D,SLC34A3,CXCL16,XKR3,KANK3,AEBP1,FPR2,WNK1,HIST1H3F,KIAA0825,HAVCR1,PIP4K2A,HSPB1,MGAM,CD36,TOP3B,HIST1H2BI,ANKRD24,JMJD7-PLA2G4B,FOXO3,NEDD4L,S1PR2,ASAP1,SEMA4C,USP54,PGF,IFI27,ETS2,BSG,ALDH1A2,STAT1,E2F2,TPM2,TRIM36,LAS1L,KALRN,ANGPT2,ABCA1,SLPI,PMEL,PDK4,SSTR3,CLIP3,LGALS9B,SERPING1,ATP8B2,FOXO4,CD274,NBEA,SERF2,RNF123,NUCB1,OAS3,MKI67,MAN2A2,CYP1B1,CEP290,TSHZ2,NAV2,NBPF3,SORT1,NFIA,CCDC78,DNAH14,BCL2L1,ARHGAP39,FGD4,STOM,NDRG2,ARHGEF12,NPTXR,ATP8B4,IRS1,NUSAP1,TUBB2A,DUSP1,LPAR5,VEGFB,STEAP4,FBLN7,GYG1,PLAUR,MUC16,KAZN,B2M,SPEF2,LTBP3,ARHGAP32,MYBL2,TFDP1,HK1,KAT2B,AASS,DCST1,MAN1A1,UBXN2B,KLHDC8B,GATA3,IFNGR1,SECTM1,GPATCH4,KLHL25,IFITM2,RGCC,NINL,MCTP1,CACNA1E,KRT1,IL1B,CKAP4,LEF1,XPO7,CDH4,HLTF,ODC1,RNF144B,DOCK3,ASPM,ABCG2,TUBB4B,VNN1,PLXNA1,CREB5,ALDH5A1,BMX,GADD45A,LRRK2,YES1,TGM2,HRH2,FLOT1,TARBP1,DDR1,GNA12,SIRPB1,ABHD12B,ENO2,CDH1,CHD5,FAM153A/FAM153B,COL6A3,GDF15,SH2D3A,MPO,ITGA11,EPPK1,YPEL3,GNAS,PBX1,GPA33,ZER1,ARHGEF28,SERPINA1,EPAS1	214	
Protein Trafficking	interaction	Interaction of protein	9.73E-08	 	0.693	 	0.452	TK1,KCNJ2,ACHE,ASAP1,AASS,MCOLN1,IRS1,DNM1,NFKBIA,CDON,FIS1,HIST1H3C,HIST1H3H,EPB41,STAT1,ENO2,KRT10,RXRA,CD9,TGFA,HIST1H4D,IL1B,KRT1,HIST1H4F,HIST1H4C,HIST1H3B,BAG1,HIST1H3F,COL4A3,EGR1,HIST1H3G,ST13,HIST1H4I,HIST1H4L,IGF2,HIST1H3J,CBY1,CDA,CD36,CD28,ALDH5A1,ADM,HSPG2,ALDOC,HERC5,TGM2	46	
